DriverName,LapNum,Timestamp,LapTime,LapTimeMins,S1,S2,S3,S1Mins,S2Mins,S3Mins
GasCan13,128,1682792779,38814,00:38.814,5374,25898,7542,00:05.374,00:25.898,00:07.542
Yuval Rosen,353,1682777964,38946,00:38.946,5340,26090,7516,00:05.340,00:26.090,00:07.516
GasCan13,114,1682792209,38966,00:38.966,5356,26059,7551,00:05.356,00:26.059,00:07.551
Yuval Rosen,440,1682800353,38985,00:38.985,5320,26100,7565,00:05.320,00:26.100,00:07.565
Yuval Rosen,449,1682800784,38986,00:38.986,5358,26090,7538,00:05.358,00:26.090,00:07.538
Yuval Rosen,380,1682797498,38994,00:38.994,5334,26090,7570,00:05.334,00:26.090,00:07.570
Yuval Rosen,369,1682796973,38998,00:38.998,5352,26099,7547,00:05.352,00:26.099,00:07.547
Yuval Rosen,375,1682797247,39001,00:39.001,5364,26090,7547,00:05.364,00:26.090,00:07.547
Yuval Rosen,446,1682800665,39002,00:39.002,5419,25979,7604,00:05.419,00:25.979,00:07.604
GasCan13,90,1682790651,39003,00:39.003,5351,26042,7610,00:05.351,00:26.042,00:07.610
Yuval Rosen,333,1682777111,39003,00:39.003,5352,26041,7610,00:05.352,00:26.041,00:07.610
Yuval Rosen,421,1682799554,39020,00:39.020,5338,26005,7677,00:05.338,00:26.005,00:07.677
yarimalk23,326,1682781923,39029,00:39.029,5450,26037,7542,00:05.450,00:26.037,00:07.542
Yuval Rosen,423,1682799654,39049,00:39.049,5330,26155,7564,00:05.330,00:26.155,00:07.564
Yuval Rosen,301,1682775529,39052,00:39.052,5351,26056,7645,00:05.351,00:26.056,00:07.645
Yuval Rosen,336,1682777266,39053,00:39.053,5348,26123,7582,00:05.348,00:26.123,00:07.582
Yuval Rosen,402,1682798412,39056,00:39.056,5338,26181,7537,00:05.338,00:26.181,00:07.537
Yuval Rosen,437,1682800235,39071,00:39.071,5362,26118,7591,00:05.362,00:26.118,00:07.591
chachacha,79,1682770942,39083,00:39.083,5307,26190,7586,00:05.307,00:26.190,00:07.586
Yuval Rosen,420,1682799515,39085,00:39.085,5357,26190,7538,00:05.357,00:26.190,00:07.538
Yuval Rosen,329,1682776953,39089,00:39.089,5402,26127,7560,00:05.402,00:26.127,00:07.560
Yuval Rosen,271,1682774222,39090,00:39.090,5398,26105,7587,00:05.398,00:26.105,00:07.587
Yuval Rosen,279,1682774616,39092,00:39.092,5360,26173,7559,00:05.360,00:26.173,00:07.559
chachacha,76,1682770818,39103,00:39.103,5376,26127,7600,00:05.376,00:26.127,00:07.600
Yuval Rosen,477,1682801966,39104,00:39.104,5372,26177,7555,00:05.372,00:26.177,00:07.555
Yuval Rosen,458,1682801145,39105,00:39.105,5332,26154,7619,00:05.332,00:26.154,00:07.619
GasCan13,88,1682790569,39107,00:39.107,5393,26159,7555,00:05.393,00:26.159,00:07.555
Yuval Rosen,407,1682798615,39113,00:39.113,5368,26186,7559,00:05.368,00:26.186,00:07.559
GasCan13,130,1682792859,39114,00:39.114,5381,26123,7610,00:05.381,00:26.123,00:07.610
GasCan13,95,1682790857,39125,00:39.125,5357,26218,7550,00:05.357,00:26.218,00:07.550
Yuval Rosen,431,1682799972,39125,00:39.125,5357,26132,7636,00:05.357,00:26.132,00:07.636
yarimalk23,309,1682781191,39129,00:39.129,5396,26172,7561,00:05.396,00:26.172,00:07.561
Yuval Rosen,306,1682775866,39130,00:39.130,5331,26100,7699,00:05.331,00:26.100,00:07.699
chachacha,74,1682770737,39135,00:39.135,5358,26194,7583,00:05.358,00:26.194,00:07.583
GasCan13,102,1682791186,39142,00:39.142,5360,26164,7618,00:05.360,00:26.164,00:07.618
Yuval Rosen,467,1682801563,39145,00:39.145,5359,26190,7596,00:05.359,00:26.190,00:07.596
Yuval Rosen,213,1682727450,39147,00:39.147,5396,26190,7561,00:05.396,00:26.190,00:07.561
Yuval Rosen,224,1682728158,39148,00:39.148,5366,26155,7627,00:05.366,00:26.155,00:07.627
Yuval Rosen,386,1682797740,39159,00:39.159,5377,26131,7651,00:05.377,00:26.131,00:07.651
Yuval Rosen,439,1682800314,39160,00:39.160,5334,26253,7573,00:05.334,00:26.253,00:07.573
GasCan13,96,1682790896,39162,00:39.162,5407,26122,7633,00:05.407,00:26.122,00:07.633
GasCan13,110,1682792051,39162,00:39.162,5416,26168,7578,00:05.416,00:26.168,00:07.578
GasCan13,60,1682789137,39163,00:39.163,5354,26276,7533,00:05.354,00:26.276,00:07.533
GasCan13,111,1682792091,39163,00:39.163,5372,26204,7587,00:05.372,00:26.204,00:07.587
chachacha,53,1682769530,39168,00:39.168,5328,26244,7596,00:05.328,00:26.244,00:07.596
yarimalk23,257,1682726661,39170,00:39.170,5443,26159,7568,00:05.443,00:26.159,00:07.568
Yuval Rosen,209,1682727209,39172,00:39.172,5314,26194,7664,00:05.314,00:26.194,00:07.664
Yuval Rosen,356,1682796381,39176,00:39.176,5417,26145,7614,00:05.417,00:26.145,00:07.614
GasCan13,99,1682791020,39177,00:39.177,5382,26185,7610,00:05.382,00:26.185,00:07.610
yarimalk23,325,1682781884,39187,00:39.187,5378,26209,7600,00:05.378,00:26.209,00:07.600
Yuval Rosen,368,1682796934,39193,00:39.193,5362,26266,7565,00:05.362,00:26.266,00:07.565
chachacha,51,1682769447,39201,00:39.201,5360,26244,7597,00:05.360,00:26.244,00:07.597
yarimalk23,341,1682801934,39202,00:39.202,5425,26221,7556,00:05.425,00:26.221,00:07.556
Yuval Rosen,373,1682797159,39206,00:39.206,5330,26280,7596,00:05.330,00:26.280,00:07.596
yarimalk23,215,1682724088,39208,00:39.208,5462,26127,7619,00:05.462,00:26.127,00:07.619
yarimalk23,288,1682780297,39208,00:39.208,5418,26208,7582,00:05.418,00:26.208,00:07.582
chachacha,61,1682769914,39209,00:39.209,5342,26235,7632,00:05.342,00:26.235,00:07.632
yarimalk23,242,1682726018,39213,00:39.213,5372,26276,7565,00:05.372,00:26.276,00:07.565
yarimalk23,238,1682725844,39214,00:39.214,5374,26303,7537,00:05.374,00:26.303,00:07.537
Y.Cohen,357,1682783144,39215,00:39.215,5371,26266,7578,00:05.371,00:26.266,00:07.578
Yuval Rosen,284,1682774823,39215,00:39.215,5357,26186,7672,00:05.357,00:26.186,00:07.672
Yuval Rosen,455,1682801026,39217,00:39.217,5346,26248,7623,00:05.346,00:26.248,00:07.623
Yuval Rosen,124,1682611908,39225,00:39.225,5380,26213,7632,00:05.380,00:26.213,00:07.632
yarimalk23,344,1682802057,39226,00:39.226,5435,26263,7528,00:05.435,00:26.263,00:07.528
Yuval Rosen,391,1682797943,39227,00:39.227,5333,26289,7605,00:05.333,00:26.289,00:07.605
Yuval Rosen,261,1682773819,39229,00:39.229,5389,26203,7637,00:05.389,00:26.203,00:07.637
GasCan13,94,1682790818,39230,00:39.230,5382,26252,7596,00:05.382,00:26.252,00:07.596
GasCan13,127,1682792740,39232,00:39.232,5361,26306,7565,00:05.361,00:26.306,00:07.565
yarimalk23,295,1682780604,39233,00:39.233,5402,26226,7605,00:05.402,00:26.226,00:07.605
GasCan13,86,1682790490,39235,00:39.235,5364,26208,7663,00:05.364,00:26.208,00:07.663
GasCan13,121,1682792497,39235,00:39.235,5368,26320,7547,00:05.368,00:26.320,00:07.547
chachacha,92,1682771804,39242,00:39.242,5376,26302,7564,00:05.376,00:26.302,00:07.564
Yuval Rosen,332,1682777072,39247,00:39.247,5394,26262,7591,00:05.394,00:26.262,00:07.591
Yuval Rosen,277,1682774535,39249,00:39.249,5345,26321,7583,00:05.345,00:26.321,00:07.583
chachacha,50,1682769407,39250,00:39.250,5342,26344,7564,00:05.342,00:26.344,00:07.564
GasCan13,106,1682791883,39253,00:39.253,5400,26167,7686,00:05.400,00:26.167,00:07.686
Yuval Rosen,216,1682727614,39254,00:39.254,5333,26276,7645,00:05.333,00:26.276,00:07.645
yarimalk23,207,1682723528,39260,00:39.260,5510,26164,7586,00:05.510,00:26.164,00:07.586
Reem Gross,123,1682765339,39265,00:39.265,5331,26271,7663,00:05.331,00:26.271,00:07.663
yarimalk23,279,1682779772,39266,00:39.266,5458,26239,7569,00:05.458,00:26.239,00:07.569
Yuval Rosen,427,1682799814,39266,00:39.266,5363,26267,7636,00:05.363,00:26.267,00:07.636
Yuval Rosen,429,1682799893,39269,00:39.269,5344,26329,7596,00:05.344,00:26.329,00:07.596
Yuval Rosen,348,1682777766,39270,00:39.270,5358,26244,7668,00:05.358,00:26.244,00:07.668
yarimalk23,204,1682723410,39271,00:39.271,5427,26244,7600,00:05.427,00:26.244,00:07.600
Yuval Rosen,345,1682777645,39272,00:39.272,5347,26230,7695,00:05.347,00:26.230,00:07.695
yarimalk23,276,1682779651,39275,00:39.275,5363,26326,7586,00:05.363,00:26.326,00:07.586
Yuval Rosen,196,1682726676,39277,00:39.277,5387,26222,7668,00:05.387,00:26.222,00:07.668
chachacha,44,1682769025,39280,00:39.280,5364,26315,7601,00:05.364,00:26.315,00:07.601
Y.Cohen,435,1682788955,39281,00:39.281,5410,26271,7600,00:05.410,00:26.271,00:07.600
GasCan13,50,1682788730,39281,00:39.281,5374,26312,7595,00:05.374,00:26.312,00:07.595
Y.Cohen,239,1682697575,39283,00:39.283,5367,26324,7592,00:05.367,00:26.324,00:07.592
yarimalk23,177,1682722263,39283,00:39.283,5448,26261,7574,00:05.448,00:26.261,00:07.574
Yuval Rosen,265,1682773979,39284,00:39.284,5372,26312,7600,00:05.372,00:26.312,00:07.600
Reem Gross,148,1682769997,39285,00:39.285,5422,26275,7588,00:05.422,00:26.275,00:07.588
Reem Gross,130,1682765665,39286,00:39.286,5406,26306,7574,00:05.406,00:26.306,00:07.574
Reem Gross,85,1682712336,39288,00:39.288,5344,26284,7660,00:05.344,00:26.284,00:07.660
yarimalk23,189,1682722788,39288,00:39.288,5456,26218,7614,00:05.456,00:26.218,00:07.614
Yuval Rosen,364,1682796771,39288,00:39.288,5344,26316,7628,00:05.344,00:26.316,00:07.628
Y.Cohen,202,1682685837,39289,00:39.289,5368,26325,7596,00:05.368,00:26.325,00:07.596
GasCan13,116,1682792289,39297,00:39.297,5385,26325,7587,00:05.385,00:26.325,00:07.587
GasCan13,42,1682787899,39300,00:39.300,5401,26285,7614,00:05.401,00:26.285,00:07.614
Yuval Rosen,122,1682611735,39302,00:39.302,5418,26207,7677,00:05.418,00:26.207,00:07.677
Yuval Rosen,450,1682800823,39304,00:39.304,5325,26401,7578,00:05.325,00:26.401,00:07.578
yarimalk23,311,1682781271,39306,00:39.306,5389,26330,7587,00:05.389,00:26.330,00:07.587
yarimalk23,305,1682781033,39308,00:39.308,5446,26204,7658,00:05.446,00:26.204,00:07.658
Y.Cohen,394,1682785172,39313,00:39.313,5396,26276,7641,00:05.396,00:26.276,00:07.641
Yuval Rosen,412,1682799115,39314,00:39.314,5353,26348,7613,00:05.353,00:26.348,00:07.613
chachacha,68,1682770267,39315,00:39.315,5308,26442,7565,00:05.308,00:26.442,00:07.565
yarimalk23,283,1682779939,39316,00:39.316,5413,26262,7641,00:05.413,00:26.262,00:07.641
Yuval Rosen,230,1682728396,39316,00:39.316,5377,26329,7610,00:05.377,00:26.329,00:07.610
chachacha,48,1682769285,39317,00:39.317,5388,26360,7569,00:05.388,00:26.360,00:07.569
Reem Gross,94,1682712707,39318,00:39.318,5459,26253,7606,00:05.459,00:26.253,00:07.606
Yuval Rosen,188,1682726319,39319,00:39.319,5362,26329,7628,00:05.362,00:26.329,00:07.628
yarimalk23,294,1682780565,39320,00:39.320,5440,26266,7614,00:05.440,00:26.266,00:07.614
Reem Gross,144,1682769834,39321,00:39.321,5413,26374,7534,00:05.413,00:26.374,00:07.534
yarimalk23,181,1682722426,39322,00:39.322,5523,26171,7628,00:05.523,00:26.171,00:07.628
Yuval Rosen,242,1682772812,39326,00:39.326,5342,26348,7636,00:05.342,00:26.348,00:07.636
yarimalk23,206,1682723489,39329,00:39.329,5561,26173,7595,00:05.561,00:26.173,00:07.595
Yuval Rosen,182,1682726080,39329,00:39.329,5368,26311,7650,00:05.368,00:26.311,00:07.650
GasCan13,81,1682790280,39330,00:39.330,5395,26397,7538,00:05.395,00:26.397,00:07.538
GasCan13,79,1682790195,39331,00:39.331,5360,26326,7645,00:05.360,00:26.326,00:07.645
yarimalk23,197,1682723114,39331,00:39.331,5550,26207,7574,00:05.550,00:26.207,00:07.574
Yuval Rosen,350,1682777845,39331,00:39.331,5369,26231,7731,00:05.369,00:26.231,00:07.731
GasCan13,117,1682792328,39334,00:39.334,5350,26392,7592,00:05.350,00:26.392,00:07.592
Yuval Rosen,252,1682773407,39334,00:39.334,5368,26356,7610,00:05.368,00:26.356,00:07.610
Yuval Rosen,133,1682612574,39335,00:39.335,5360,26299,7676,00:05.360,00:26.299,00:07.676
Reem Gross,90,1682712540,39337,00:39.337,5322,26432,7583,00:05.322,00:26.432,00:07.583
Yuval Rosen,328,1682776914,39338,00:39.338,5368,26267,7703,00:05.368,00:26.267,00:07.703
GasCan13,84,1682790399,39345,00:39.345,5360,26375,7610,00:05.360,00:26.375,00:07.610
chachacha,71,1682770531,39345,00:39.345,5365,26370,7610,00:05.365,00:26.370,00:07.610
yarimalk23,205,1682723449,39345,00:39.345,5504,26249,7592,00:05.504,00:26.249,00:07.592
Yuval Rosen,466,1682801524,39345,00:39.345,5343,26176,7826,00:05.343,00:26.176,00:07.826
yarimalk23,212,1682723967,39347,00:39.347,5503,26168,7676,00:05.503,00:26.168,00:07.676
yarimalk23,322,1682781747,39351,00:39.351,5403,26329,7619,00:05.403,00:26.329,00:07.619
GasCan13,75,1682790037,39353,00:39.353,5397,26365,7591,00:05.397,00:26.365,00:07.591
Y.Cohen,195,1682685540,39355,00:39.355,5362,26293,7700,00:05.362,00:26.293,00:07.700
yarimalk23,286,1682780218,39357,00:39.357,5458,26280,7619,00:05.458,00:26.280,00:07.619
yarimalk23,308,1682781152,39358,00:39.358,5369,26335,7654,00:05.369,00:26.335,00:07.654
Yuval Rosen,207,1682727129,39358,00:39.358,5361,26338,7659,00:05.361,00:26.338,00:07.659
yarimalk23,245,1682726140,39359,00:39.359,5430,26279,7650,00:05.430,00:26.279,00:07.650
Yuval Rosen,430,1682799933,39359,00:39.359,5403,26392,7564,00:05.403,00:26.392,00:07.564
Y.Cohen,431,1682788795,39363,00:39.363,5342,26379,7642,00:05.342,00:26.379,00:07.642
yarimalk23,339,1682801856,39369,00:39.369,5456,26343,7570,00:05.456,00:26.343,00:07.570
Yuval Rosen,267,1682774062,39369,00:39.369,5411,26285,7673,00:05.411,00:26.285,00:07.673
yarimalk23,195,1682723035,39372,00:39.372,5518,26217,7637,00:05.518,00:26.217,00:07.637
GasCan13,77,1682790116,39374,00:39.374,5364,26243,7767,00:05.364,00:26.243,00:07.767
GasCan13,63,1682789259,39375,00:39.375,5345,26371,7659,00:05.345,00:26.371,00:07.659
yarimalk23,146,1682635083,39375,00:39.375,5440,26356,7579,00:05.440,00:26.356,00:07.579
Reem Gross,100,1682713007,39380,00:39.380,5347,26388,7645,00:05.347,00:26.388,00:07.645
Reem Gross,83,1682712253,39382,00:39.382,5394,26428,7560,00:05.394,00:26.428,00:07.560
yarimalk23,318,1682781583,39384,00:39.384,5485,26307,7592,00:05.485,00:26.307,00:07.592
Yuval Rosen,457,1682801106,39384,00:39.384,5350,26302,7732,00:05.350,00:26.302,00:07.732
GasCan13,70,1682789829,39385,00:39.385,5360,26447,7578,00:05.360,00:26.447,00:07.578
Reem Gross,121,1682765260,39386,00:39.386,5389,26348,7649,00:05.389,00:26.348,00:07.649
Y.Cohen,412,1682787894,39387,00:39.387,5393,26411,7583,00:05.393,00:26.411,00:07.583
GasCan13,72,1682789912,39387,00:39.387,5385,26396,7606,00:05.385,00:26.396,00:07.606
GasCan13,105,1682791844,39387,00:39.387,5375,26375,7637,00:05.375,00:26.375,00:07.637
Y.Cohen,377,1682784426,39393,00:39.393,5390,26388,7615,00:05.390,00:26.388,00:07.615
yarimalk23,253,1682726487,39393,00:39.393,5445,26172,7776,00:05.445,00:26.172,00:07.776
Yuval Rosen,359,1682796510,39393,00:39.393,5386,26411,7596,00:05.386,00:26.411,00:07.596
GasCan13,112,1682792130,39399,00:39.399,5387,26280,7732,00:05.387,00:26.280,00:07.732
yarimalk23,236,1682725765,39400,00:39.400,5403,26415,7582,00:05.403,00:26.415,00:07.582
Yuval Rosen,121,1682611696,39402,00:39.402,5377,26312,7713,00:05.377,00:26.312,00:07.713
Yuval Rosen,293,1682775198,39404,00:39.404,5339,26425,7640,00:05.339,00:26.425,00:07.640
Reem Gross,147,1682769958,39405,00:39.405,5394,26374,7637,00:05.394,00:26.374,00:07.637
GasCan13,41,1682787860,39406,00:39.406,5418,26410,7578,00:05.418,00:26.410,00:07.578
Y.Cohen,347,1682782645,39408,00:39.408,5419,26397,7592,00:05.419,00:26.397,00:07.592
yarimalk23,312,1682781311,39411,00:39.411,5400,26361,7650,00:05.400,00:26.361,00:07.650
Y.Cohen,383,1682784714,39412,00:39.412,5378,26461,7573,00:05.378,00:26.461,00:07.573
chachacha,89,1682771683,39413,00:39.413,5403,26446,7564,00:05.403,00:26.446,00:07.564
Yuval Rosen,362,1682796691,39413,00:39.413,5322,26455,7636,00:05.322,00:26.455,00:07.636
yarimalk23,342,1682801974,39416,00:39.416,5441,26389,7586,00:05.441,00:26.389,00:07.586
Yuval Rosen,323,1682776663,39416,00:39.416,5351,26474,7591,00:05.351,00:26.474,00:07.591
GasCan13,74,1682789998,39418,00:39.418,5376,26428,7614,00:05.376,00:26.428,00:07.614
chachacha,42,1682768877,39419,00:39.419,5368,26469,7582,00:05.368,00:26.469,00:07.582
yarimalk23,265,1682779197,39422,00:39.422,5389,26473,7560,00:05.389,00:26.473,00:07.560
Yuval Rosen,290,1682775069,39422,00:39.422,5322,26514,7586,00:05.322,00:26.514,00:07.586
Yuval Rosen,291,1682775108,39423,00:39.423,5402,26195,7826,00:05.402,00:26.195,00:07.826
Yuval Rosen,419,1682799476,39425,00:39.425,5397,26351,7677,00:05.397,00:26.351,00:07.677
Yuval Rosen,400,1682798334,39428,00:39.428,5336,26334,7758,00:05.336,00:26.334,00:07.758
Yuval Rosen,346,1682777684,39432,00:39.432,5366,26353,7713,00:05.366,00:26.353,00:07.713
Yuval Rosen,184,1682726158,39434,00:39.434,5370,26383,7681,00:05.370,00:26.383,00:07.681
GasCan13,20,1682785770,39439,00:39.439,5365,26536,7538,00:05.365,00:26.536,00:07.538
Y.Cohen,421,1682788295,39440,00:39.440,5380,26456,7604,00:05.380,00:26.456,00:07.604
yarimalk23,203,1682723371,39441,00:39.441,5582,26258,7601,00:05.582,00:26.258,00:07.601
yarimalk23,214,1682724049,39441,00:39.441,5474,26361,7606,00:05.474,00:26.361,00:07.606
Reem Gross,82,1682712214,39443,00:39.443,5343,26415,7685,00:05.343,00:26.415,00:07.685
Reem Gross,110,1682764474,39447,00:39.447,5386,26429,7632,00:05.386,00:26.429,00:07.632
Reem Gross,164,1682770835,39447,00:39.447,5381,26307,7759,00:05.381,00:26.307,00:07.759
Y.Cohen,425,1682788454,39448,00:39.448,5360,26506,7582,00:05.360,00:26.506,00:07.582
Y.Cohen,438,1682789074,39448,00:39.448,5405,26411,7632,00:05.405,00:26.411,00:07.632
Reem Gross,126,1682765471,39448,00:39.448,5387,26326,7735,00:05.387,00:26.326,00:07.735
yarimalk23,299,1682780781,39451,00:39.451,5400,26329,7722,00:05.400,00:26.329,00:07.722
yarimalk23,240,1682725926,39453,00:39.453,5437,26249,7767,00:05.437,00:26.249,00:07.767
yarimalk23,340,1682801895,39455,00:39.455,5485,26311,7659,00:05.485,00:26.311,00:07.659
yarimalk23,333,1682801616,39456,00:39.456,5409,26460,7587,00:05.409,00:26.460,00:07.587
Y.Cohen,403,1682785543,39457,00:39.457,5459,26317,7681,00:05.459,00:26.317,00:07.681
Yuval Rosen,211,1682727371,39457,00:39.457,5405,26452,7600,00:05.405,00:26.452,00:07.600
GasCan13,107,1682791922,39461,00:39.461,5360,26325,7776,00:05.360,00:26.325,00:07.776
chachacha,26,1682589828,39462,00:39.462,5441,26335,7686,00:05.441,00:26.335,00:07.686
Y.Cohen,352,1682782881,39463,00:39.463,5420,26415,7628,00:05.420,00:26.415,00:07.628
yarimalk23,158,1682721498,39463,00:39.463,5438,26321,7704,00:05.438,00:26.321,00:07.704
Yuval Rosen,140,1682612863,39464,00:39.464,5381,26397,7686,00:05.381,00:26.397,00:07.686
Y.Cohen,191,1682685329,39466,00:39.466,5414,26492,7560,00:05.414,00:26.492,00:07.560
GasCan13,83,1682790360,39466,00:39.466,5437,26365,7664,00:05.437,00:26.365,00:07.664
Y.Cohen,293,1682700064,39469,00:39.469,5427,26469,7573,00:05.427,00:26.469,00:07.573
Y.Cohen,393,1682785133,39469,00:39.469,5431,26433,7605,00:05.431,00:26.433,00:07.605
GasCan13,19,1682785731,39469,00:39.469,5408,26434,7627,00:05.408,00:26.434,00:07.627
Reem Gross,131,1682765705,39470,00:39.470,5351,26299,7820,00:05.351,00:26.299,00:07.820
yarimalk23,256,1682726621,39470,00:39.470,5437,26410,7623,00:05.437,00:26.410,00:07.623
Yuval Rosen,262,1682773858,39471,00:39.471,5378,26510,7583,00:05.378,00:26.510,00:07.583
Yuval Rosen,105,1682610888,39472,00:39.472,5376,26415,7681,00:05.376,00:26.415,00:07.681
Yuval Rosen,263,1682773897,39474,00:39.474,5341,26437,7696,00:05.341,00:26.437,00:07.696
Y.Cohen,418,1682788176,39475,00:39.475,5361,26518,7596,00:05.361,00:26.518,00:07.596
Y.Cohen,192,1682685369,39480,00:39.480,5433,26487,7560,00:05.433,00:26.487,00:07.560
Yuval Rosen,161,1682725234,39480,00:39.480,5383,26464,7633,00:05.383,00:26.464,00:07.633
yarimalk23,188,1682722748,39482,00:39.482,5498,26352,7632,00:05.498,00:26.352,00:07.632
GasCan13,55,1682788937,39483,00:39.483,5413,26501,7569,00:05.413,00:26.501,00:07.569
yarimalk23,303,1682780946,39483,00:39.483,5422,26433,7628,00:05.422,00:26.433,00:07.628
yarimalk23,290,1682780388,39486,00:39.486,5452,26357,7677,00:05.452,00:26.357,00:07.677
Yuval Rosen,191,1682726440,39487,00:39.487,5359,26428,7700,00:05.359,00:26.428,00:07.700
yarimalk23,297,1682780685,39488,00:39.488,5374,26383,7731,00:05.374,00:26.383,00:07.731
Yuval Rosen,183,1682726119,39490,00:39.490,5434,26343,7713,00:05.434,00:26.343,00:07.713
Y.Cohen,363,1682783383,39491,00:39.491,5386,26496,7609,00:05.386,00:26.496,00:07.609
GasCan13,119,1682792410,39493,00:39.493,5356,26482,7655,00:05.356,00:26.482,00:07.655
yarimalk23,178,1682722302,39493,00:39.493,5388,26450,7655,00:05.388,00:26.450,00:07.655
Yuval Rosen,295,1682775277,39493,00:39.493,5356,26231,7906,00:05.356,00:26.231,00:07.906
GasCan13,10,1682784892,39495,00:39.495,5542,26388,7565,00:05.542,00:26.388,00:07.565
Yuval Rosen,200,1682726848,39495,00:39.495,5371,26343,7781,00:05.371,00:26.343,00:07.781
Yuval Rosen,342,1682777507,39495,00:39.495,5362,26150,7983,00:05.362,00:26.150,00:07.983
yarimalk23,174,1682722143,39496,00:39.496,5427,26433,7636,00:05.427,00:26.433,00:07.636
Reem Gross,67,1682711585,39497,00:39.497,5360,26497,7640,00:05.360,00:26.497,00:07.640
Y.Cohen,337,1682782204,39499,00:39.499,5376,26504,7619,00:05.376,00:26.504,00:07.619
Yuval Rosen,165,1682725396,39499,00:39.499,5375,26397,7727,00:05.375,00:26.397,00:07.727
Y.Cohen,206,1682686123,39500,00:39.500,5382,26477,7641,00:05.382,00:26.477,00:07.641
chachacha,10,1682588771,39500,00:39.500,5363,26496,7641,00:05.363,00:26.496,00:07.641
Yuval Rosen,461,1682801264,39501,00:39.501,5332,26420,7749,00:05.332,00:26.420,00:07.749
Reem Gross,75,1682711915,39502,00:39.502,5558,26307,7637,00:05.558,00:26.307,00:07.637
Y.Cohen,144,1682683050,39505,00:39.505,5417,26541,7547,00:05.417,00:26.541,00:07.547
yarimalk23,314,1682781390,39505,00:39.505,5359,26473,7673,00:05.359,00:26.473,00:07.673
GasCan13,61,1682789177,39506,00:39.506,5387,26496,7623,00:05.387,00:26.496,00:07.623
Reem Gross,80,1682712121,39506,00:39.506,5378,26254,7874,00:05.378,00:26.254,00:07.874
Yuval Rosen,150,1682724773,39506,00:39.506,5388,26536,7582,00:05.388,00:26.536,00:07.582
Yuval Rosen,313,1682776147,39508,00:39.508,5330,26492,7686,00:05.330,00:26.492,00:07.686
yarimalk23,211,1682723928,39510,00:39.510,5445,26406,7659,00:05.445,00:26.406,00:07.659
yarimalk23,168,1682721903,39512,00:39.512,5501,26298,7713,00:05.501,00:26.298,00:07.713
Yuval Rosen,111,1682611176,39513,00:39.513,5411,26326,7776,00:05.411,00:26.326,00:07.776
yarimalk23,228,1682725365,39514,00:39.514,5449,26284,7781,00:05.449,00:26.284,00:07.781
Yuval Rosen,442,1682800432,39515,00:39.515,5432,26294,7789,00:05.432,00:26.294,00:07.789
chachacha,33,1682590136,39516,00:39.516,5369,26483,7664,00:05.369,00:26.483,00:07.664
GasCan13,58,1682789057,39519,00:39.519,5354,26596,7569,00:05.354,00:26.596,00:07.569
yarimalk23,274,1682779565,39519,00:39.519,5404,26528,7587,00:05.404,00:26.528,00:07.587
Y.Cohen,417,1682788136,39523,00:39.523,5341,26527,7655,00:05.341,00:26.527,00:07.655
chachacha,24,1682589741,39525,00:39.525,5361,26324,7840,00:05.361,00:26.324,00:07.840
Yuval Rosen,401,1682798373,39526,00:39.526,5474,26384,7668,00:05.474,00:26.384,00:07.668
Reem Gross,74,1682711875,39529,00:39.529,5379,26550,7600,00:05.379,00:26.550,00:07.600
Reem Gross,122,1682765300,39530,00:39.530,5371,26482,7677,00:05.371,00:26.482,00:07.677
yarimalk23,221,1682724563,39530,00:39.530,5465,26361,7704,00:05.465,00:26.361,00:07.704
Yuval Rosen,173,1682725718,39530,00:39.530,5366,26483,7681,00:05.366,00:26.483,00:07.681
Y.Cohen,308,1682700678,39533,00:39.533,5450,26447,7636,00:05.450,00:26.447,00:07.636
yarimalk23,184,1682722547,39534,00:39.534,5531,26380,7623,00:05.531,00:26.380,00:07.623
Yuval Rosen,139,1682612823,39534,00:39.534,5351,26479,7704,00:05.351,00:26.479,00:07.704
Reem Gross,39,1682699652,39535,00:39.535,5330,26560,7645,00:05.330,00:26.560,00:07.645
Reem Gross,119,1682765173,39535,00:39.535,5479,26320,7736,00:05.479,00:26.320,00:07.736
Yuval Rosen,454,1682800987,39540,00:39.540,5456,26218,7866,00:05.456,00:26.218,00:07.866
GasCan13,14,1682785281,39545,00:39.545,5449,26483,7613,00:05.449,00:26.483,00:07.613
Yuval Rosen,444,1682800512,39546,00:39.546,5346,26441,7759,00:05.346,00:26.441,00:07.759
Yuval Rosen,476,1682801927,39546,00:39.546,5327,26433,7786,00:05.327,00:26.433,00:07.786
Y.Cohen,355,1682783064,39548,00:39.548,5376,26532,7640,00:05.376,00:26.532,00:07.640
Reem Gross,129,1682765626,39556,00:39.556,5419,26401,7736,00:05.419,00:26.401,00:07.736
Y.Cohen,339,1682782286,39557,00:39.557,5398,26564,7595,00:05.398,00:26.564,00:07.595
GasCan13,29,1682786442,39558,00:39.558,5358,26563,7637,00:05.358,00:26.563,00:07.637
Reem Gross,138,1682766711,39558,00:39.558,5421,26514,7623,00:05.421,00:26.514,00:07.623
Reem Gross,118,1682765134,39560,00:39.560,5414,26506,7640,00:05.414,00:26.506,00:07.640
Y.Cohen,118,1682681854,39563,00:39.563,5516,26452,7595,00:05.516,00:26.452,00:07.595
Reem Gross,89,1682712501,39563,00:39.563,5323,26523,7717,00:05.323,00:26.523,00:07.717
