DriverName,LapNum,Timestamp,LapTime,LapTimeMins,S1,S2,S3,S1Mins,S2Mins,S3Mins
yarimalk23,146,1682093245,81719,01:21.719,20879,23680,37160,00:20.879,00:23.680,00:37.160
GasCan13,44,1682189386,81722,01:21.722,20725,23751,37246,00:20.725,00:23.751,00:37.246
Yuval Rosen,125,1682197159,81732,01:21.732,21333,23246,37153,00:21.333,00:23.246,00:37.153
Yuval Rosen,64,1682189948,81745,01:21.745,21296,23486,36963,00:21.296,00:23.486,00:36.963
Daniel Lerman,17,1682015731,81759,01:21.759,21184,23373,37202,00:21.184,00:23.373,00:37.202
Y.Cohen,58,1682189608,81775,01:21.775,21020,23572,37183,00:21.020,00:23.572,00:37.183
Elad Levy,106,1682196411,81777,01:21.777,20959,23315,37503,00:20.959,00:23.315,00:37.503
Daniel Lerman,21,1682017464,81825,01:21.825,21048,23445,37332,00:21.048,00:23.445,00:37.332
yarimalk23,113,1682087542,81842,01:21.842,20984,23603,37255,00:20.984,00:23.603,00:37.255
GasCan13,9,1682185250,81849,01:21.849,21189,23710,36950,00:21.189,00:23.710,00:36.950
Daniel Lerman,7,1682014525,81890,01:21.890,21095,23625,37170,00:21.095,00:23.625,00:37.170
Y.Cohen,57,1682189526,81904,01:21.904,20970,23679,37255,00:20.970,00:23.679,00:37.255
yarimalk23,184,1682114359,81918,01:21.918,21113,23634,37171,00:21.113,00:23.634,00:37.171
Ori Arish,28,1681941514,81930,01:21.930,20986,23612,37332,00:20.986,00:23.612,00:37.332
chachacha,29,1682194988,81935,01:21.935,20718,24232,36985,00:20.718,00:24.232,00:36.985
Yuval Rosen,111,1682195112,81936,01:21.936,20979,23723,37234,00:20.979,00:23.723,00:37.234
yarimalk23,99,1682086135,81940,01:21.940,20943,23705,37292,00:20.943,00:23.705,00:37.292
yarimalk23,88,1681982798,81944,01:21.944,21168,23503,37273,00:21.168,00:23.503,00:37.273
Yuval Rosen,57,1682189318,81945,01:21.945,21190,23314,37441,00:21.190,00:23.314,00:37.441
Yuval Rosen,33,1682167673,81981,01:21.981,21168,23714,37099,00:21.168,00:23.714,00:37.099
Y.Cohen,77,1682191364,81985,01:21.985,21141,23498,37346,00:21.141,00:23.498,00:37.346
Yuval Rosen,115,1682196293,81991,01:21.991,20962,23787,37242,00:20.962,00:23.787,00:37.242
Daniel Lerman,9,1682014704,81993,01:21.993,21031,23661,37301,00:21.031,00:23.661,00:37.301
Y.Cohen,73,1682190903,81997,01:21.997,21072,23660,37265,00:21.072,00:23.660,00:37.265
yarimalk23,155,1682095450,82004,01:22.004,21048,23679,37277,00:21.048,00:23.679,00:37.277
Yuval Rosen,52,1682188808,82024,01:22.024,21314,23652,37058,00:21.314,00:23.652,00:37.058
Yuval Rosen,22,1682166625,82039,01:22.039,21312,23678,37049,00:21.312,00:23.678,00:37.049
yarimalk23,87,1681982716,82053,01:22.053,21293,23580,37180,00:21.293,00:23.580,00:37.180
Yuval Rosen,56,1682189236,82071,01:22.071,21123,23840,37108,00:21.123,00:23.840,00:37.108
yarimalk23,182,1682114194,82072,01:22.072,21097,23675,37300,00:21.097,00:23.675,00:37.300
Daniel Lerman,27,1682018127,82131,01:22.131,21066,23940,37125,00:21.066,00:23.940,00:37.125
GasCan13,49,1682189810,82144,01:22.144,20733,23778,37633,00:20.733,00:23.778,00:37.633
Elad Levy,39,1682166559,82159,01:22.159,21053,23621,37485,00:21.053,00:23.621,00:37.485
U.V,86,1682183641,82186,01:22.186,21098,23688,37400,00:21.098,00:23.688,00:37.400
Daniel Lerman,5,1682014180,82192,01:22.192,21195,23791,37206,00:21.195,00:23.791,00:37.206
GasCan13,34,1682188525,82200,01:22.200,22030,23184,36986,00:22.030,00:23.184,00:36.986
Elad Levy,73,1682177703,82215,01:22.215,21055,23602,37558,00:21.055,00:23.602,00:37.558
Elad Levy,84,1682184256,82232,01:22.232,21001,23549,37682,00:21.001,00:23.549,00:37.682
yarimalk23,37,1681942273,82236,01:22.236,21184,23945,37107,00:21.184,00:23.945,00:37.107
Yuval Rosen,23,1682166707,82239,01:22.239,21470,23310,37459,00:21.470,00:23.310,00:37.459
yarimalk23,189,1682114799,82252,01:22.252,20764,23796,37692,00:20.764,00:23.796,00:37.692
Elad Levy,88,1682184619,82256,01:22.256,21196,23576,37484,00:21.196,00:23.576,00:37.484
yarimalk23,75,1681951139,82257,01:22.257,21165,23651,37441,00:21.165,00:23.651,00:37.441
Y.Cohen,66,1682190300,82265,01:22.265,21282,23634,37349,00:21.282,00:23.634,00:37.349
GasCan13,33,1682188443,82265,01:22.265,20813,24435,37017,00:20.813,00:24.435,00:37.017
Elad Levy,86,1682184449,82267,01:22.267,21216,23575,37476,00:21.216,00:23.575,00:37.476
GasCan13,4,1682182790,82273,01:22.273,20996,24183,37094,00:20.996,00:24.183,00:37.094
Elad Levy,104,1682196239,82279,01:22.279,21012,23571,37696,00:21.012,00:23.571,00:37.696
Ori Arish,24,1681941125,82283,01:22.283,21129,23611,37543,00:21.129,00:23.611,00:37.543
Y.Cohen,69,1682190552,82296,01:22.296,21069,23912,37315,00:21.069,00:23.912,00:37.315
Elad Levy,94,1682195268,82303,01:22.303,21301,23490,37512,00:21.301,00:23.490,00:37.512
Elad Levy,102,1682196068,82309,01:22.309,21051,23679,37579,00:21.051,00:23.679,00:37.579
Yuval Rosen,20,1682166437,82319,01:22.319,21291,23490,37538,00:21.291,00:23.490,00:37.538
Elad Levy,34,1682165952,82327,01:22.327,21186,23679,37462,00:21.186,00:23.679,00:37.462
Elad Levy,44,1682167169,82362,01:22.362,21162,23588,37612,00:21.162,00:23.588,00:37.612
Elad Levy,83,1682184173,82362,01:22.362,21197,23670,37495,00:21.197,00:23.670,00:37.495
yarimalk23,180,1682114011,82371,01:22.371,21022,24025,37324,00:21.022,00:24.025,00:37.324
Elad Levy,48,1682167616,82374,01:22.374,21093,23715,37566,00:21.093,00:23.715,00:37.566
Elad Levy,72,1682177620,82377,01:22.377,21163,23823,37391,00:21.163,00:23.823,00:37.391
Y.Cohen,54,1682189272,82381,01:22.381,21095,23797,37489,00:21.095,00:23.797,00:37.489
Elad Levy,97,1682195570,82387,01:22.387,20994,23652,37741,00:20.994,00:23.652,00:37.741
GasCan13,59,1682190652,82394,01:22.394,21518,23949,36927,00:21.518,00:23.949,00:36.927
yarimalk23,34,1681941910,82413,01:22.413,21014,24085,37314,00:21.014,00:24.085,00:37.314
Elad Levy,27,1682162339,82429,01:22.429,21247,23526,37656,00:21.247,00:23.526,00:37.656
Y.Cohen,42,1682101229,82445,01:22.445,21498,23669,37278,00:21.498,00:23.669,00:37.278
Yuval Rosen,44,1682188043,82472,01:22.472,21309,23845,37318,00:21.309,00:23.845,00:37.318
Elad Levy,66,1682176971,82479,01:22.479,21301,23643,37535,00:21.301,00:23.643,00:37.535
Y.Cohen,52,1682189107,82502,01:22.502,21154,23981,37367,00:21.154,00:23.981,00:37.367
Elad Levy,19,1682001427,82504,01:22.504,21137,23675,37692,00:21.137,00:23.675,00:37.692
Yuval Rosen,32,1682167591,82512,01:22.512,21316,23827,37369,00:21.316,00:23.827,00:37.369
Yuval Rosen,37,1682168014,82546,01:22.546,21323,23806,37417,00:21.323,00:23.806,00:37.417
Y.Cohen,39,1682100975,82553,01:22.553,21155,23688,37710,00:21.155,00:23.688,00:37.710
Elad Levy,65,1682176889,82568,01:22.568,21256,23819,37493,00:21.256,00:23.819,00:37.493
Elad Levy,70,1682177452,82573,01:22.573,21319,23868,37386,00:21.319,00:23.868,00:37.386
Y.Cohen,51,1682189024,82608,01:22.608,21093,23804,37711,00:21.093,00:23.804,00:37.711
Ido,40,1682169787,82613,01:22.613,21189,23998,37426,00:21.189,00:23.998,00:37.426
GasCan13,28,1682187927,82616,01:22.616,20719,24363,37534,00:20.719,00:24.363,00:37.534
Yuval Rosen,27,1682167149,82635,01:22.635,21237,23580,37818,00:21.237,00:23.580,00:37.818
Y.Cohen,37,1682100809,82641,01:22.641,21247,23801,37593,00:21.247,00:23.801,00:37.593
Elad Levy,90,1682194888,82648,01:22.648,21138,23701,37809,00:21.138,00:23.701,00:37.809
Ori Arish,23,1681941043,82654,01:22.654,21270,23858,37526,00:21.270,00:23.858,00:37.526
Y.Cohen,17,1682098713,82693,01:22.693,21218,23914,37561,00:21.218,00:23.914,00:37.561
Y.Cohen,53,1682189189,82704,01:22.704,21071,23671,37962,00:21.071,00:23.671,00:37.962
Y.Cohen,72,1682190821,82733,01:22.733,21205,24106,37422,00:21.205,00:24.106,00:37.422
Elad Levy,57,1682168659,82744,01:22.744,21188,23832,37724,00:21.188,00:23.832,00:37.724
OmriF,129,1682191743,82746,01:22.746,20996,23940,37810,00:20.996,00:23.940,00:37.810
yarimalk23,74,1681951056,82753,01:22.753,21306,23768,37679,00:21.306,00:23.768,00:37.679
Y.Cohen,50,1682188942,82759,01:22.759,21370,23868,37521,00:21.370,00:23.868,00:37.521
yarimalk23,55,1681948543,82773,01:22.773,21393,23827,37553,00:21.393,00:23.827,00:37.553
Elad Levy,54,1682168347,82849,01:22.849,21329,23950,37570,00:21.329,00:23.950,00:37.570
Ido,35,1682167176,82864,01:22.864,21169,23909,37786,00:21.169,00:23.909,00:37.786
Y.Cohen,45,1682101487,82866,01:22.866,21193,24016,37657,00:21.193,00:24.016,00:37.657
Yuval Rosen,96,1682193558,82868,01:22.868,20931,23197,38740,00:20.931,00:23.197,00:38.740
Elad Levy,55,1682168430,82869,01:22.869,21268,23792,37809,00:21.268,00:23.792,00:37.809
OmriF,118,1682189516,82874,01:22.874,21099,23841,37934,00:21.099,00:23.841,00:37.934
yarimalk23,65,1681949743,82882,01:22.882,21137,23769,37976,00:21.137,00:23.769,00:37.976
AryeMorZ,12,1682191977,82885,01:22.885,21420,23854,37611,00:21.420,00:23.854,00:37.611
yarimalk23,106,1682086782,82885,01:22.885,20965,24048,37872,00:20.965,00:24.048,00:37.872
Yuval Rosen,98,1682193725,82890,01:22.890,20744,24062,38084,00:20.744,00:24.062,00:38.084
Y.Cohen,28,1682100009,82893,01:22.893,21198,24020,37675,00:21.198,00:24.020,00:37.675
OmriF,153,1682196014,82897,01:22.897,21161,23765,37971,00:21.161,00:23.765,00:37.971
leviarnon1,35,1682022975,82935,01:22.935,21213,24340,37382,00:21.213,00:24.340,00:37.382
Elad Levy,98,1682195653,82954,01:22.954,21111,23989,37854,00:21.111,00:23.989,00:37.854
Ido,36,1682167259,82958,01:22.958,20926,24147,37885,00:20.926,00:24.147,00:37.885
Y.Cohen,68,1682190469,82968,01:22.968,21164,23805,37999,00:21.164,00:23.805,00:37.999
leviarnon1,46,1682024047,82969,01:22.969,21261,24218,37490,00:21.261,00:24.218,00:37.490
GasCan13,6,1682183029,82974,01:22.974,21918,23705,37351,00:21.918,00:23.705,00:37.351
Elad Levy,6,1681940956,82984,01:22.984,21285,23539,38160,00:21.285,00:23.539,00:38.160
Ori Arish,7,1681939116,82984,01:22.984,21311,23913,37760,00:21.311,00:23.913,00:37.760
Y.Cohen,55,1682189355,82986,01:22.986,21111,23832,38043,00:21.111,00:23.832,00:38.043
GasCan13,56,1682190400,83016,01:23.016,21249,25092,36675,00:21.249,00:25.092,00:36.675
GasCan13,3,1682182707,83025,01:23.025,21294,23724,38007,00:21.294,00:23.724,00:38.007
Y.Cohen,38,1682100892,83029,01:23.029,21329,23657,38043,00:21.329,00:23.657,00:38.043
Ido,46,1682170376,83036,01:23.036,21153,24304,37579,00:21.153,00:24.304,00:37.579
Y.Cohen,31,1682100263,83045,01:23.045,21171,23732,38142,00:21.171,00:23.732,00:38.142
Yuval Rosen,110,1682195030,83052,01:23.052,20970,23732,38350,00:20.970,00:23.732,00:38.350
Michael Simon,22,1682192239,83058,01:23.058,20962,24048,38048,00:20.962,00:24.048,00:38.048
Elad Levy,63,1682176692,83103,01:23.103,21376,23728,37999,00:21.376,00:23.728,00:37.999
Hublot,32,1681987115,83112,01:23.112,21524,24094,37494,00:21.524,00:24.094,00:37.494
Elad Levy,11,1681941686,83115,01:23.115,21375,23687,38053,00:21.375,00:23.687,00:38.053
OmriF,124,1682191295,83147,01:23.147,21282,23831,38034,00:21.282,00:23.831,00:38.034
OmriF,147,1682195492,83171,01:23.171,21188,23886,38097,00:21.188,00:23.886,00:38.097
Elad Levy,61,1682176523,83181,01:23.181,21589,23832,37760,00:21.589,00:23.832,00:37.760
Michael Simon,15,1682191293,83187,01:23.187,21055,24633,37499,00:21.055,00:24.633,00:37.499
Elad Levy,80,1682183924,83192,01:23.192,21587,23823,37782,00:21.587,00:23.823,00:37.782
Elad Levy,4,1681940661,83193,01:23.193,21277,23805,38111,00:21.277,00:23.805,00:38.111
Daniel Lerman,20,1682017382,83194,01:23.194,21148,23503,38543,00:21.148,00:23.503,00:38.543
Y.Cohen,23,1682099499,83207,01:23.207,21490,24264,37453,00:21.490,00:24.264,00:37.453
U.V,44,1682178589,83212,01:23.212,21377,24435,37400,00:21.377,00:24.435,00:37.400
Elad Levy,82,1682184091,83222,01:23.222,21645,23751,37826,00:21.645,00:23.751,00:37.826
OmriF,114,1682189146,83222,01:23.222,21294,24074,37854,00:21.294,00:24.074,00:37.854
Ido,27,1682166475,83225,01:23.225,21387,24147,37691,00:21.387,00:24.147,00:37.691
U.V,75,1682182615,83226,01:23.226,21738,24183,37305,00:21.738,00:24.183,00:37.305
yarimalk23,103,1682086517,83226,01:23.226,21189,24857,37180,00:21.189,00:24.857,00:37.180
Michael Simon,21,1682192156,83236,01:23.236,21109,24322,37805,00:21.109,00:24.322,00:37.805
OmriF,127,1682191577,83244,01:23.244,21256,24116,37872,00:21.256,00:24.116,00:37.872
Elad Levy,17,1682001124,83245,01:23.245,21240,24057,37948,00:21.240,00:24.057,00:37.948
leviarnon1,30,1682022523,83247,01:23.247,21425,24287,37535,00:21.425,00:24.287,00:37.535
GasCan13,62,1682190951,83254,01:23.254,20790,22950,39514,00:20.790,00:22.950,00:39.514
OmriF,161,1682196753,83267,01:23.267,21379,23701,38187,00:21.379,00:23.701,00:38.187
GasCan13,73,1682191920,83294,01:23.294,20790,23017,39487,00:20.790,00:23.017,00:39.487
leviarnon1,43,1682023756,83299,01:23.299,21401,24156,37742,00:21.401,00:24.156,00:37.742
OmriF,83,1682184162,83304,01:23.304,21123,24241,37940,00:21.123,00:24.241,00:37.940
OmriF,101,1682187971,83309,01:23.309,21650,23697,37962,00:21.650,00:23.697,00:37.962
yarimalk23,44,1681943175,83321,01:23.321,21087,24705,37529,00:21.087,00:24.705,00:37.529
OmriF,150,1682195755,83322,01:23.322,21284,23914,38124,00:21.284,00:23.914,00:38.124
GasCan13,40,1682189050,83351,01:23.351,20774,25506,37071,00:20.774,00:25.506,00:37.071
U.V,56,1682180117,83352,01:23.352,21656,24202,37494,00:21.656,00:24.202,00:37.494
Ido,26,1682166391,83357,01:23.357,21429,24002,37926,00:21.429,00:24.002,00:37.926
GasCan13,71,1682191749,83357,01:23.357,22238,23801,37318,00:22.238,00:23.801,00:37.318
Y.Cohen,16,1682098630,83368,01:23.368,21340,24359,37669,00:21.340,00:24.359,00:37.669
yarimalk23,171,1682097445,83376,01:23.376,20951,24719,37706,00:20.951,00:24.719,00:37.706
OmriF,104,1682188240,83384,01:23.384,21204,24016,38164,00:21.204,00:24.016,00:38.164
OmriF,103,1682188157,83397,01:23.397,21364,23715,38318,00:21.364,00:23.715,00:38.318
yarimalk23,111,1682087363,83398,01:23.398,20956,23355,39087,00:20.956,00:23.355,00:39.087
OmriF,121,1682191005,83399,01:23.399,21201,24079,38119,00:21.201,00:24.079,00:38.119
U.V,68,1682181258,83400,01:23.400,21552,24340,37508,00:21.552,00:24.340,00:37.508
leviarnon1,17,1682020966,83400,01:23.400,21281,24057,38062,00:21.281,00:24.057,00:38.062
yarimalk23,17,1681940138,83404,01:23.404,21543,24039,37822,00:21.543,00:24.039,00:37.822
Ori Arish,6,1681939033,83415,01:23.415,21409,24386,37620,00:21.409,00:24.386,00:37.620
Hublot,15,1681945156,83429,01:23.429,21303,24075,38051,00:21.303,00:24.075,00:38.051
chachacha,37,1682195862,83435,01:23.435,20683,24471,38281,00:20.683,00:24.471,00:38.281
Yuval Rosen,71,1682190647,83445,01:23.445,21192,25465,36788,00:21.192,00:25.465,00:36.788
GasCan13,38,1682188880,83456,01:23.456,20862,23062,39532,00:20.862,00:23.062,00:39.532
GasCan13,55,1682190317,83457,01:23.457,22801,23926,36730,00:22.801,00:23.926,00:36.730
Hublot,36,1681987453,83467,01:23.467,21556,24007,37904,00:21.556,00:24.007,00:37.904
OmriF,110,1682188779,83470,01:23.470,21348,24367,37755,00:21.348,00:24.367,00:37.755
Michael Simon,26,1682192672,83473,01:23.473,21346,24381,37746,00:21.346,00:24.381,00:37.746
Y.Cohen,22,1682099416,83474,01:23.474,21284,24291,37899,00:21.284,00:24.291,00:37.899
yarimalk23,69,1681950174,83488,01:23.488,21437,23905,38146,00:21.437,00:23.905,00:38.146
Y.Cohen,60,1682189785,83503,01:23.503,21173,23954,38376,00:21.173,00:23.954,00:38.376
Elad Levy,50,1682167796,83515,01:23.515,21105,24092,38318,00:21.105,00:24.092,00:38.318
yarimalk23,183,1682114277,83517,01:23.517,21160,24458,37899,00:21.160,00:24.458,00:37.899
leviarnon1,25,1682022035,83523,01:23.523,21661,24345,37517,00:21.661,00:24.345,00:37.517
Ido,31,1682166826,83524,01:23.524,21469,24147,37908,00:21.469,00:24.147,00:37.908
OmriF,117,1682189433,83531,01:23.531,21125,24156,38250,00:21.125,00:24.156,00:38.250
OmriF,145,1682194848,83534,01:23.534,21353,23837,38344,00:21.353,00:23.837,00:38.344
OmriF,160,1682196670,83535,01:23.535,21331,23891,38313,00:21.331,00:23.891,00:38.313
Ariel Eric Iziyaev,49,1682186469,83541,01:23.541,21355,24260,37926,00:21.355,00:24.260,00:37.926
yarimalk23,124,1682088703,83550,01:23.550,21018,23602,38930,00:21.018,00:23.602,00:38.930
Y.Cohen,15,1682098547,83554,01:23.554,21720,24299,37535,00:21.720,00:24.299,00:37.535
Hublot,26,1681986429,83559,01:23.559,21738,23949,37872,00:21.738,00:23.949,00:37.872
yarimalk23,226,1682176864,83576,01:23.576,20761,23629,39186,00:20.761,00:23.629,00:39.186
Landzer,45,1682106915,83586,01:23.586,21391,24525,37670,00:21.391,00:24.525,00:37.670
OmriF,144,1682194765,83587,01:23.587,21316,24440,37831,00:21.316,00:24.440,00:37.831
yarimalk23,197,1682115494,83587,01:23.587,20861,23365,39361,00:20.861,00:23.365,00:39.361
OmriF,82,1682184079,83592,01:23.592,21379,24318,37895,00:21.379,00:24.318,00:37.895
Elad Levy,81,1682184008,83604,01:23.604,21202,23760,38642,00:21.202,00:23.760,00:38.642
U.V,74,1682182532,83612,01:23.612,21121,24466,38025,00:21.121,00:24.466,00:38.025
Ido,3,1682099324,83616,01:23.616,21299,24247,38070,00:21.299,00:24.247,00:38.070
leviarnon1,42,1682023673,83622,01:23.622,21472,24372,37778,00:21.472,00:24.372,00:37.778
OmriF,152,1682195931,83630,01:23.630,21580,23954,38096,00:21.580,00:23.954,00:38.096
GasCan13,47,1682189642,83641,01:23.641,20753,22995,39893,00:20.753,00:22.995,00:39.893
Ariel Eric Iziyaev,44,1682185937,83647,01:23.647,21313,24457,37877,00:21.313,00:24.457,00:37.877
U.V,78,1682182924,83649,01:23.649,21162,24542,37945,00:21.162,00:24.542,00:37.945
U.V,92,1682184899,83650,01:23.650,22536,23494,37620,00:22.536,00:23.494,00:37.620
Ido,8,1682099771,83682,01:23.682,21442,24403,37837,00:21.442,00:24.403,00:37.837
Ori Arish,18,1681940492,83683,01:23.683,22096,24044,37543,00:22.096,00:24.044,00:37.543
Hublot,35,1681987369,83683,01:23.683,21731,24260,37692,00:21.731,00:24.260,00:37.692
yarimalk23,163,1682096518,83686,01:23.686,20754,23426,39506,00:20.754,00:23.426,00:39.506
Yuval Rosen,63,1682189866,83693,01:23.693,21530,24071,38092,00:21.530,00:24.071,00:38.092
OmriF,109,1682188695,83703,01:23.703,21215,24192,38296,00:21.215,00:24.192,00:38.296
Y.Cohen,64,1682190122,83705,01:23.705,21201,24088,38416,00:21.201,00:24.088,00:38.416
yarimalk23,110,1682087279,83712,01:23.712,21350,24832,37530,00:21.350,00:24.832,00:37.530
Michael Simon,12,1682191026,83715,01:23.715,21300,24534,37881,00:21.300,00:24.534,00:37.881
yarimalk23,141,1682092809,83724,01:23.724,21101,23896,38727,00:21.101,00:23.896,00:38.727
yarimalk23,191,1682114971,83765,01:23.765,20801,23625,39339,00:20.801,00:23.625,00:39.339
OmriF,84,1682184246,83771,01:23.771,21222,24502,38047,00:21.222,00:24.502,00:38.047
serbansim,49,1682175891,83772,01:23.772,21338,24202,38232,00:21.338,00:24.202,00:38.232
Ido,22,1682165801,83779,01:23.779,21557,24310,37912,00:21.557,00:24.310,00:37.912
Landzer,37,1682105989,83796,01:23.796,21295,24602,37899,00:21.295,00:24.602,00:37.899
OmriF,159,1682196586,83803,01:23.803,21586,24066,38151,00:21.586,00:24.066,00:38.151
Y.Cohen,44,1682101404,83807,01:23.807,21609,24448,37750,00:21.609,00:24.448,00:37.750
Yuval Rosen,34,1682167756,83812,01:23.812,22202,24355,37255,00:22.202,00:24.355,00:37.255
chachacha,48,1682196805,83814,01:23.814,20652,22986,40176,00:20.652,00:22.986,00:40.176
yarimalk23,194,1682115244,83817,01:23.817,20942,24809,38066,00:20.942,00:24.809,00:38.066
