DriverName,LapNum,Timestamp,LapTime,LapTimeMins,S1,S2,S3,S1Mins,S2Mins,S3Mins
Michael Simon,27,1682192756,83840,01:23.840,21160,24120,38560,00:21.160,00:24.120,00:38.560
OmriF,96,1682187524,83844,01:23.844,21460,24421,37963,00:21.460,00:24.421,00:37.963
Landzer,48,1682107168,83855,01:23.855,21341,24850,37664,00:21.341,00:24.850,00:37.664
OmriF,128,1682191661,83862,01:23.862,21478,24088,38296,00:21.478,00:24.088,00:38.296
Y.Cohen,36,1682100726,83864,01:23.864,21274,24683,37907,00:21.274,00:24.683,00:37.907
Y.Cohen,61,1682189869,83872,01:23.872,21052,24304,38516,00:21.052,00:24.304,00:38.516
Elad Levy,14,1682000847,83889,01:23.889,21635,24274,37980,00:21.635,00:24.274,00:37.980
Elad Levy,26,1682162257,83900,01:23.900,21180,24003,38717,00:21.180,00:24.003,00:38.717
Michael Simon,14,1682191209,83901,01:23.901,21148,24691,38062,00:21.148,00:24.691,00:38.062
yarimalk23,209,1682121834,83913,01:23.913,20755,25916,37242,00:20.755,00:25.916,00:37.242
serbansim,14,1682145187,83915,01:23.915,21653,24602,37660,00:21.653,00:24.602,00:37.660
Ido,43,1682170123,83918,01:23.918,21733,24457,37728,00:21.733,00:24.457,00:37.728
yarimalk23,223,1682176585,83942,01:23.942,20952,24646,38344,00:20.952,00:24.646,00:38.344
serbansim,58,1682182796,83950,01:23.950,21724,24417,37809,00:21.724,00:24.417,00:37.809
Ariel Eric Iziyaev,40,1682185298,83972,01:23.972,21441,24461,38070,00:21.441,00:24.461,00:38.070
yarimalk23,221,1682176408,83978,01:23.978,20843,24211,38924,00:20.843,00:24.211,00:38.924
OmriF,137,1682193796,83984,01:23.984,21488,24215,38281,00:21.488,00:24.215,00:38.281
Elad Levy,33,1682165870,83997,01:23.997,21743,24346,37908,00:21.743,00:24.346,00:37.908
leviarnon1,36,1682023059,83997,01:23.997,21068,24588,38341,00:21.068,00:24.588,00:38.341
OmriF,74,1682183348,84001,01:24.001,21703,24125,38173,00:21.703,00:24.125,00:38.173
A.C,4,1682185287,84002,01:24.002,21434,24247,38321,00:21.434,00:24.247,00:38.321
Yuval Rosen,48,1682188400,84003,01:24.003,21345,24984,37674,00:21.345,00:24.984,00:37.674
Y.Cohen,48,1682188774,84007,01:24.007,22254,24281,37472,00:22.254,00:24.281,00:37.472
Elad Levy,3,1681940578,84031,01:24.031,21679,23985,38367,00:21.679,00:23.985,00:38.367
yarimalk23,216,1682175915,84036,01:24.036,20846,25263,37927,00:20.846,00:25.263,00:37.927
Yuval Rosen,28,1682167233,84042,01:24.042,21743,24111,38188,00:21.743,00:24.111,00:38.188
Landzer,17,1682019434,84051,01:24.051,21491,24552,38008,00:21.491,00:24.552,00:38.008
U.V,84,1682183465,84067,01:24.067,21333,24344,38390,00:21.333,00:24.344,00:38.390
Hublot,9,1681943220,84069,01:24.069,21456,24371,38242,00:21.456,00:24.371,00:38.242
serbansim,57,1682182712,84074,01:24.074,21502,24471,38101,00:21.502,00:24.471,00:38.101
Landzer,49,1682107252,84076,01:24.076,21450,24552,38074,00:21.450,00:24.552,00:38.074
Yuval Rosen,38,1682168098,84110,01:24.110,21507,24052,38551,00:21.507,00:24.052,00:38.551
Y.Cohen,14,1682098463,84113,01:24.113,21519,24862,37732,00:21.519,00:24.862,00:37.732
leviarnon1,16,1682020883,84115,01:24.115,21475,24385,38255,00:21.475,00:24.385,00:38.255
GasCan13,66,1682191305,84128,01:24.128,20733,22945,40450,00:20.733,00:22.945,00:40.450
Ido,38,1682169612,84161,01:24.161,21720,24367,38074,00:21.720,00:24.367,00:38.074
Yuval Rosen,97,1682193642,84162,01:24.162,21972,24385,37805,00:21.972,00:24.385,00:37.805
Yuval Rosen,99,1682193809,84167,01:24.167,20857,23427,39883,00:20.857,00:23.427,00:39.883
OmriF,100,1682187888,84169,01:24.169,21642,24290,38237,00:21.642,00:24.290,00:38.237
Ido,44,1682170207,84175,01:24.175,21256,25033,37886,00:21.256,00:25.033,00:37.886
yarimalk23,50,1681948092,84177,01:24.177,21923,24206,38048,00:21.923,00:24.206,00:38.048
U.V,64,1682180879,84192,01:24.192,21497,24193,38502,00:21.497,00:24.193,00:38.502
Elad Levy,9,1681941385,84192,01:24.192,21417,24903,37872,00:21.417,00:24.903,00:37.872
Landzer,58,1682108377,84198,01:24.198,21351,25073,37774,00:21.351,00:25.073,00:37.774
OmriF,95,1682187440,84201,01:24.201,21961,23468,38772,00:21.961,00:23.468,00:38.772
A.C,11,1682185999,84204,01:24.204,21676,24439,38089,00:21.676,00:24.439,00:38.089
yarimalk23,45,1681943260,84234,01:24.234,21521,25079,37634,00:21.521,00:25.079,00:37.634
Yuval Rosen,14,1682165758,84245,01:24.245,22128,23724,38393,00:22.128,00:23.724,00:38.393
GasCan13,12,1682185516,84249,01:24.249,21321,23831,39097,00:21.321,00:23.831,00:39.097
GasCan13,46,1682189558,84249,01:24.249,20816,26136,37297,00:20.816,00:26.136,00:37.297
Elad Levy,75,1682183185,84253,01:24.253,21298,23729,39226,00:21.298,00:23.729,00:39.226
Landzer,59,1682108461,84258,01:24.258,21374,25137,37747,00:21.374,00:25.137,00:37.747
serbansim,21,1682147736,84261,01:24.261,21620,24984,37657,00:21.620,00:24.984,00:37.657
Landzer,23,1682020031,84263,01:24.263,21561,24691,38011,00:21.561,00:24.691,00:38.011
leviarnon1,19,1682021468,84287,01:24.287,21710,24269,38308,00:21.710,00:24.269,00:38.308
Ido,21,1682165717,84290,01:24.290,21354,24633,38303,00:21.354,00:24.633,00:38.303
Y.Cohen,62,1682189953,84300,01:24.300,21822,24012,38466,00:21.822,00:24.012,00:38.466
Ido,25,1682166308,84324,01:24.324,21404,24526,38394,00:21.404,00:24.526,00:38.394
Michael Simon,20,1682192073,84342,01:24.342,22088,24607,37647,00:22.088,00:24.607,00:37.647
Michael Simon,10,1682190767,84343,01:24.343,21347,24881,38115,00:21.347,00:24.881,00:38.115
Landzer,51,1682107692,84355,01:24.355,21720,24560,38075,00:21.720,00:24.560,00:38.075
Yuval Rosen,75,1682191000,84357,01:24.357,20825,23252,40280,00:20.825,00:23.252,00:40.280
Landzer,43,1682106746,84378,01:24.378,21261,24858,38259,00:21.261,00:24.858,00:38.259
OmriF,72,1682183180,84391,01:24.391,21643,24696,38052,00:21.643,00:24.696,00:38.052
yarimalk23,153,1682095250,84407,01:24.407,21106,24345,38956,00:21.106,00:24.345,00:38.956
Landzer,62,1682108826,84429,01:24.429,21712,24719,37998,00:21.712,00:24.719,00:37.998
chachacha,45,1682196550,84432,01:24.432,20617,24962,38853,00:20.617,00:24.962,00:38.853
yarimalk23,28,1681941346,84432,01:24.432,22305,24534,37593,00:22.305,00:24.534,00:37.593
yarimalk23,177,1682097975,84432,01:24.432,21904,24754,37774,00:21.904,00:24.754,00:37.774
Y.Cohen,26,1682099833,84433,01:24.433,22126,24295,38012,00:22.126,00:24.295,00:38.012
Y.Cohen,49,1682188859,84435,01:24.435,21956,24674,37805,00:21.956,00:24.674,00:37.805
serbansim,28,1682154667,84447,01:24.447,21658,24813,37976,00:21.658,00:24.813,00:37.976
U.V,36,1682177389,84448,01:24.448,21758,24741,37949,00:21.758,00:24.741,00:37.949
Yuval Rosen,26,1682167067,84451,01:24.451,21357,26172,36922,00:21.357,00:26.172,00:36.922
OmriF,73,1682183264,84453,01:24.453,21336,24560,38557,00:21.336,00:24.560,00:38.557
serbansim,44,1682175430,84463,01:24.463,21706,24638,38119,00:21.706,00:24.638,00:38.119
GasCan13,57,1682190484,84478,01:24.478,20974,23009,40495,00:20.974,00:23.009,00:40.495
Landzer,56,1682108200,84490,01:24.490,21504,24767,38219,00:21.504,00:24.767,00:38.219
Landzer,46,1682106999,84501,01:24.501,21419,25088,37994,00:21.419,00:25.088,00:37.994
Yuval Rosen,82,1682191723,84504,01:24.504,21598,23225,39681,00:21.598,00:23.225,00:39.681
Daniel Lerman,12,1682015116,84507,01:24.507,21335,23472,39700,00:21.335,00:23.472,00:39.700
Landzer,19,1682019674,84517,01:24.517,21503,24751,38263,00:21.503,00:24.751,00:38.263
GasCan13,22,1682187424,84517,01:24.517,20770,23890,39857,00:20.770,00:23.890,00:39.857
Daniel Lerman,3,1682013923,84519,01:24.519,23102,24012,37405,00:23.102,00:24.012,00:37.405
Yuval Rosen,40,1682187684,84529,01:24.529,22060,24894,37575,00:22.060,00:24.894,00:37.575
Ariel Eric Iziyaev,33,1682184325,84553,01:24.553,21216,24885,38452,00:21.216,00:24.885,00:38.452
Y.Cohen,8,1682097915,84559,01:24.559,21789,24718,38052,00:21.789,00:24.718,00:38.052
chachacha,47,1682196721,84559,01:24.559,20907,24673,38979,00:20.907,00:24.673,00:38.979
AryeMorZ,5,1682191199,84562,01:24.562,21449,25164,37949,00:21.449,00:25.164,00:37.949
Ido,5,1682099496,84568,01:24.568,21221,24678,38669,00:21.221,00:24.678,00:38.669
OmriF,79,1682183825,84568,01:24.568,21527,24706,38335,00:21.527,00:24.706,00:38.335
serbansim,48,1682175808,84570,01:24.570,21623,25070,37877,00:21.623,00:25.070,00:37.877
serbansim,54,1682182435,84575,01:24.575,21567,24866,38142,00:21.567,00:24.866,00:38.142
A.C,14,1682186271,84604,01:24.604,21798,24588,38218,00:21.798,00:24.588,00:38.218
serbansim,26,1682154485,84613,01:24.613,21734,24809,38070,00:21.734,00:24.809,00:38.070
U.V,38,1682177882,84614,01:24.614,22136,24723,37755,00:22.136,00:24.723,00:37.755
OmriF,80,1682183910,84614,01:24.614,21565,24673,38376,00:21.565,00:24.673,00:38.376
Landzer,27,1682020565,84615,01:24.615,21803,24472,38340,00:21.803,00:24.472,00:38.340
OmriF,75,1682183433,84615,01:24.615,21754,24439,38422,00:21.754,00:24.439,00:38.422
Yuval Rosen,12,1682165569,84616,01:24.616,21103,25641,37872,00:21.103,00:25.641,00:37.872
U.V,34,1682177215,84620,01:24.620,21823,25065,37732,00:21.823,00:25.065,00:37.732
chachacha,24,1682153806,84622,01:24.622,21325,25173,38124,00:21.325,00:25.173,00:38.124
Yuval Rosen,25,1682166982,84624,01:24.624,22632,24511,37481,00:22.632,00:24.511,00:37.481
serbansim,45,1682175514,84632,01:24.632,21776,24850,38006,00:21.776,00:24.850,00:38.006
Y.Cohen,30,1682100180,84671,01:24.671,21424,24151,39096,00:21.424,00:24.151,00:39.096
yarimalk23,95,1682085721,84681,01:24.681,21546,25991,37144,00:21.546,00:25.991,00:37.144
serbansim,38,1682155579,84682,01:24.682,21444,25262,37976,00:21.444,00:25.262,00:37.976
U.V,14,1682096398,84683,01:24.683,22286,25034,37363,00:22.286,00:25.034,00:37.363
Hublot,6,1681942941,84686,01:24.686,21425,25169,38092,00:21.425,00:25.169,00:38.092
serbansim,37,1682155494,84691,01:24.691,21471,25164,38056,00:21.471,00:25.164,00:38.056
Yuval Rosen,101,1682193982,84692,01:24.692,21369,23525,39798,00:21.369,00:23.525,00:39.798
OmriF,65,1682179123,84696,01:24.696,21425,24791,38480,00:21.425,00:24.791,00:38.480
Landzer,44,1682106831,84698,01:24.698,21680,24813,38205,00:21.680,00:24.813,00:38.205
Michael Simon,19,1682191988,84704,01:24.704,21277,25169,38258,00:21.277,00:25.169,00:38.258
Landzer,28,1682020650,84708,01:24.708,21901,24606,38201,00:21.901,00:24.606,00:38.201
Ido,32,1682166911,84709,01:24.709,21525,24430,38754,00:21.525,00:24.430,00:38.754
serbansim,13,1682145103,84723,01:24.723,21821,24854,38048,00:21.821,00:24.854,00:38.048
OmriF,59,1682178511,84725,01:24.725,22041,24444,38240,00:22.041,00:24.444,00:38.240
serbansim,36,1682155409,84733,01:24.733,21715,24961,38057,00:21.715,00:24.961,00:38.057
serbansim,51,1682182149,84734,01:24.734,21878,24336,38520,00:21.878,00:24.336,00:38.520
Yuval Rosen,109,1682194947,84747,01:24.747,21593,24193,38961,00:21.593,00:24.193,00:38.961
Y.Cohen,35,1682100643,84749,01:24.749,21763,24309,38677,00:21.763,00:24.309,00:38.677
serbansim,19,1682147561,84763,01:24.763,21741,25199,37823,00:21.741,00:25.199,00:37.823
serbansim,5,1682067073,84765,01:24.765,21575,25353,37837,00:21.575,00:25.353,00:37.837
leviarnon1,13,1682020599,84769,01:24.769,21980,24571,38218,00:21.980,00:24.571,00:38.218
chachacha,40,1682196117,84773,01:24.773,21351,25379,38043,00:21.351,00:25.379,00:38.043
Y.Cohen,63,1682190038,84775,01:24.775,21478,24084,39213,00:21.478,00:24.084,00:39.213
yarimalk23,215,1682175831,84800,01:24.800,21476,24957,38367,00:21.476,00:24.957,00:38.367
serbansim,56,1682182628,84829,01:24.829,21518,24755,38556,00:21.518,00:24.755,00:38.556
Landzer,26,1682020480,84832,01:24.832,21485,25025,38322,00:21.485,00:25.025,00:38.322
yarimalk23,116,1682087848,84856,01:24.856,21370,25407,38079,00:21.370,00:25.407,00:38.079
AryeMorZ,22,1682193055,84865,01:24.865,21527,25165,38173,00:21.527,00:25.165,00:38.173
Ariel Eric Iziyaev,45,1682186022,84875,01:24.875,21165,24371,39339,00:21.165,00:24.371,00:39.339
Landzer,38,1682106074,84892,01:24.892,21946,24741,38205,00:21.946,00:24.741,00:38.205
GasCan13,51,1682189981,84901,01:24.901,20731,25628,38542,00:20.731,00:25.628,00:38.542
GasCan13,75,1682192085,84903,01:24.903,20723,22887,41293,00:20.723,00:22.887,00:41.293
A.C,6,1682185541,84905,01:24.905,21280,25609,38016,00:21.280,00:25.609,00:38.016
THELORDOFSPEED,11,1682097398,84909,01:24.909,21557,25277,38075,00:21.557,00:25.277,00:38.075
Landzer,60,1682108546,84910,01:24.910,21159,25213,38538,00:21.159,00:25.213,00:38.538
yarimalk23,62,1681949479,84912,01:24.912,21268,23782,39862,00:21.268,00:23.782,00:39.862
THELORDOFSPEED,8,1682097070,84926,01:24.926,22048,24314,38564,00:22.048,00:24.314,00:38.564
OmriF,157,1682196405,84930,01:24.930,21209,25349,38372,00:21.209,00:25.349,00:38.372
serbansim,35,1682155325,84935,01:24.935,21832,25047,38056,00:21.832,00:25.047,00:38.056
Landzer,14,1682019166,84943,01:24.943,21651,25042,38250,00:21.651,00:25.042,00:38.250
Landzer,64,1682109127,84964,01:24.964,21995,24755,38214,00:21.995,00:24.755,00:38.214
yarimalk23,11,1681939472,84967,01:24.967,21607,24291,39069,00:21.607,00:24.291,00:39.069
U.V,79,1682183009,84968,01:24.968,21289,24102,39577,00:21.289,00:24.102,00:39.577
Ido,2,1682099240,84970,01:24.970,21983,24544,38443,00:21.983,00:24.544,00:38.443
yarimalk23,41,1681942843,84988,01:24.988,21250,23971,39767,00:21.250,00:23.971,00:39.767
U.V,32,1682177012,84991,01:24.991,21239,24858,38894,00:21.239,00:24.858,00:38.894
AryeMorZ,23,1682193140,84997,01:24.997,21534,25487,37976,00:21.534,00:25.487,00:37.976
OmriF,77,1682183633,85012,01:25.012,21980,24670,38362,00:21.980,00:24.670,00:38.362
OmriF,71,1682183095,85019,01:25.019,21529,25069,38421,00:21.529,00:25.069,00:38.421
Y.Cohen,11,1682098192,85024,01:25.024,21300,24849,38875,00:21.300,00:24.849,00:38.875
Ori Arish,27,1681941432,85025,01:25.025,21855,25038,38132,00:21.855,00:25.038,00:38.132
yarimalk23,206,1682121567,85026,01:25.026,21040,25574,38412,00:21.040,00:25.574,00:38.412
yarimalk23,200,1682115755,85027,01:25.027,20826,26527,37674,00:20.826,00:26.527,00:37.674
yarimalk23,162,1682096435,85032,01:25.032,20925,24291,39816,00:20.925,00:24.291,00:39.816
Y.Cohen,13,1682098379,85035,01:25.035,22138,24912,37985,00:22.138,00:24.912,00:37.985
Elad Levy,62,1682176608,85045,01:25.045,21410,24346,39289,00:21.410,00:24.346,00:39.289
DoronV,61,1682157623,85048,01:25.048,21629,25043,38376,00:21.629,00:25.043,00:38.376
chachacha,51,1682197057,85052,01:25.052,20873,25677,38502,00:20.873,00:25.677,00:38.502
Y.Cohen,33,1682100436,85063,01:25.063,21725,24868,38470,00:21.725,00:24.868,00:38.470
U.V,82,1682183294,85084,01:25.084,21611,24094,39379,00:21.611,00:24.094,00:39.379
OmriF,132,1682192254,85100,01:25.100,21462,24426,39212,00:21.462,00:24.426,00:39.212
OmriF,94,1682187356,85102,01:25.102,21436,24714,38952,00:21.436,00:24.714,00:38.952
leviarnon1,14,1682020684,85114,01:25.114,21651,24867,38596,00:21.651,00:24.867,00:38.596
Ariel Eric Iziyaev,31,1682184106,85128,01:25.128,21399,24740,38989,00:21.399,00:24.740,00:38.989
Landzer,31,1682020943,85137,01:25.137,21790,24921,38426,00:21.790,00:24.921,00:38.426
GasCan13,54,1682190233,85140,01:25.140,20646,26248,38246,00:20.646,00:26.248,00:38.246
yarimalk23,126,1682088886,85150,01:25.150,21101,24719,39330,00:21.101,00:24.719,00:39.330
yarimalk23,164,1682096604,85155,01:25.155,21628,26518,37009,00:21.628,00:26.518,00:37.009
yarimalk23,144,1682093076,85161,01:25.161,20928,23472,40761,00:20.928,00:23.472,00:40.761
OmriF,92,1682185819,85174,01:25.174,21431,24687,39056,00:21.431,00:24.687,00:39.056
Ido,10,1682099958,85177,01:25.177,22172,24827,38178,00:22.172,00:24.827,00:38.178
AryeMorZ,18,1682192520,85180,01:25.180,20920,23621,40639,00:20.920,00:23.621,00:40.639
Landzer,15,1682019251,85181,01:25.181,21525,25303,38353,00:21.525,00:25.303,00:38.353
Landzer,42,1682106662,85184,01:25.184,21798,25190,38196,00:21.798,00:25.190,00:38.196
U.V,90,1682184728,85192,01:25.192,22610,24552,38030,00:22.610,00:24.552,00:38.030
OmriF,55,1682177887,85207,01:25.207,21510,25339,38358,00:21.510,00:25.339,00:38.358
Yuval Rosen,19,1682166355,85222,01:25.222,21322,23908,39992,00:21.322,00:23.908,00:39.992
Landzer,40,1682106413,85225,01:25.225,22193,24881,38151,00:22.193,00:24.881,00:38.151
Landzer,47,1682107084,85238,01:25.238,21392,24624,39222,00:21.392,00:24.624,00:39.222
GasCan13,63,1682191036,85271,01:25.271,20850,23876,40545,00:20.850,00:23.876,00:40.545
MarkZubarev,10,1682152555,85272,01:25.272,21605,25075,38592,00:21.605,00:25.075,00:38.592
yarimalk23,101,1682086339,85299,01:25.299,22078,25979,37242,00:22.078,00:25.979,00:37.242
yarimalk23,122,1682088495,85299,01:25.299,20967,23593,40739,00:20.967,00:23.593,00:40.739
Landzer,53,1682107922,85303,01:25.303,21529,24637,39137,00:21.529,00:24.637,00:39.137
yarimalk23,128,1682089067,85306,01:25.306,22742,24827,37737,00:22.742,00:24.827,00:37.737
U.V,46,1682178797,85323,01:25.323,21774,25564,37985,00:21.774,00:25.564,00:37.985
yarimalk23,214,1682175747,85328,01:25.328,21158,23540,40630,00:21.158,00:23.540,00:40.630
Hublot,29,1681986698,85329,01:25.329,21501,24704,39124,00:21.501,00:24.704,00:39.124
leviarnon1,9,1682020215,85330,01:25.330,21673,25115,38542,00:21.673,00:25.115,00:38.542
yarimalk23,199,1682115670,85338,01:25.338,22666,25259,37413,00:22.666,00:25.259,00:37.413
THELORDOFSPEED,7,1682096985,85355,01:25.355,21613,25466,38276,00:21.613,00:25.466,00:38.276
Etz,148,1682165347,85390,01:25.390,22142,24939,38309,00:22.142,00:24.939,00:38.309
U.V,62,1682180709,85399,01:25.399,21787,24485,39127,00:21.787,00:24.485,00:39.127
Y.Cohen,40,1682101060,85413,01:25.413,21377,23918,40118,00:21.377,00:23.918,00:40.118
yarimalk23,71,1681950766,85416,01:25.416,21601,23832,39983,00:21.601,00:23.832,00:39.983
serbansim,30,1682154849,85419,01:25.419,22004,25187,38228,00:22.004,00:25.187,00:38.228
OmriF,81,1682183996,85422,01:25.422,21324,24488,39610,00:21.324,00:24.488,00:39.610
U.V,22,1682097606,85423,01:25.423,21573,24965,38885,00:21.573,00:24.965,00:38.885
Landzer,22,1682019947,85444,01:25.444,21620,25218,38606,00:21.620,00:25.218,00:38.606
Yuval Rosen,7,1682165119,85445,01:25.445,22526,24858,38061,00:22.526,00:24.858,00:38.061
Yuval Rosen,11,1682165485,85448,01:25.448,22259,24337,38852,00:22.259,00:24.337,00:38.852
Elad Levy,67,1682177057,85450,01:25.450,21789,23958,39703,00:21.789,00:23.958,00:39.703
Landzer,55,1682108116,85460,01:25.460,21700,24971,38789,00:21.700,00:24.971,00:38.789
GasCan13,58,1682190570,85470,01:25.470,22213,25929,37328,00:22.213,00:25.929,00:37.328
Landzer,5,1682018183,85511,01:25.511,21746,25241,38524,00:21.746,00:25.241,00:38.524
Etz,154,1682165925,85529,01:25.529,21917,25389,38223,00:21.917,00:25.389,00:38.223
Y.Cohen,9,1682098001,85532,01:25.532,21461,25151,38920,00:21.461,00:25.151,00:38.920
Yuval Rosen,68,1682190296,85533,01:25.533,20976,24642,39915,00:20.976,00:24.642,00:39.915
serbansim,33,1682155129,85537,01:25.537,21799,25614,38124,00:21.799,00:25.614,00:38.124
DoronV,68,1682158469,85553,01:25.553,21807,24754,38992,00:21.807,00:24.754,00:38.992
Elad Levy,2,1681940494,85562,01:25.562,22913,24237,38412,00:22.913,00:24.237,00:38.412
serbansim,4,1682066988,85562,01:25.562,21600,25488,38474,00:21.600,00:25.488,00:38.474
Ido,30,1682166743,85587,01:25.587,21461,24670,39456,00:21.461,00:24.670,00:39.456
serbansim,42,1682175257,85587,01:25.587,21601,25029,38957,00:21.601,00:25.029,00:38.957
serbansim,9,1682144737,85593,01:25.593,21787,25402,38404,00:21.787,00:25.402,00:38.404
Hublot,33,1681987200,85607,01:25.607,21109,26465,38033,00:21.109,00:26.465,00:38.033
yarimalk23,5,1681938766,85623,01:25.623,22245,25110,38268,00:22.245,00:25.110,00:38.268
OmriF,62,1682178835,85641,01:25.641,21997,24709,38935,00:21.997,00:24.709,00:38.935
Yuval Rosen,70,1682190564,85642,01:25.642,22611,24165,38866,00:22.611,00:24.165,00:38.866
Ido,29,1682166657,85645,01:25.645,21920,25308,38417,00:21.920,00:25.308,00:38.417
chachacha,42,1682196290,85652,01:25.652,21829,25817,38006,00:21.829,00:25.817,00:38.006
Etz,138,1682163159,85660,01:25.660,21922,25074,38664,00:21.922,00:25.074,00:38.664
Hublot,4,1681942726,85661,01:25.661,21775,25362,38524,00:21.775,00:25.362,00:38.524
Hublot,34,1681987286,85669,01:25.669,21603,24875,39191,00:21.603,00:24.875,00:39.191
yarimalk23,224,1682176670,85678,01:25.678,20788,23418,41472,00:20.788,00:23.418,00:41.472
GasCan13,41,1682189136,85691,01:25.691,20766,23021,41904,00:20.766,00:23.021,00:41.904
OmriF,51,1682177525,85693,01:25.693,21906,24894,38893,00:21.906,00:24.894,00:38.893
Y.Cohen,67,1682190386,85768,01:25.768,23267,24764,37737,00:23.267,00:24.764,00:37.737
yarimalk23,168,1682097046,85782,01:25.782,21413,26245,38124,00:21.413,00:26.245,00:38.124
AryeMorZ,17,1682192435,85791,01:25.791,20820,23562,41409,00:20.820,00:23.562,00:41.409
GasCan13,11,1682185432,85791,01:25.791,21494,25866,38431,00:21.494,00:25.866,00:38.431
Etz,143,1682164350,85802,01:25.802,21623,25911,38268,00:21.623,00:25.911,00:38.268
Y.Cohen,5,1682097587,85830,01:25.830,21776,25777,38277,00:21.776,00:25.777,00:38.277
Landzer,10,1682018800,85834,01:25.834,21597,25793,38444,00:21.597,00:25.793,00:38.444
Etz,111,1682090046,85838,01:25.838,21857,25354,38627,00:21.857,00:25.354,00:38.627
OmriF,90,1682185639,85841,01:25.841,21663,25110,39068,00:21.663,00:25.110,00:39.068
chachacha,43,1682196376,85845,01:25.845,20635,23139,42071,00:20.635,00:23.139,00:42.071
Elad Levy,71,1682177538,85848,01:25.848,21016,23994,40838,00:21.016,00:23.994,00:40.838
Landzer,7,1682018366,85849,01:25.849,21701,25614,38534,00:21.701,00:25.614,00:38.534
chachacha,25,1682153892,85856,01:25.856,20715,24569,40572,00:20.715,00:24.569,00:40.572
Landzer,36,1682105905,85861,01:25.861,22172,25498,38191,00:22.172,00:25.498,00:38.191
Ido,45,1682170293,85865,01:25.865,21299,24206,40360,00:21.299,00:24.206,00:40.360
yarimalk23,175,1682097791,85878,01:25.878,23426,24741,37711,00:23.426,00:24.741,00:37.711
Y.Cohen,20,1682099245,85903,01:25.903,21539,24494,39870,00:21.539,00:24.494,00:39.870
tehhaggis,26,1682065149,85904,01:25.904,21806,25475,38623,00:21.806,00:25.475,00:38.623
yarimalk23,196,1682115411,85920,01:25.920,20728,26712,38480,00:20.728,00:26.712,00:38.480
yarimalk23,31,1681941621,85928,01:25.928,21421,24097,40410,00:21.421,00:24.097,00:40.410
AryeMorZ,10,1682191789,85935,01:25.935,21405,24300,40230,00:21.405,00:24.300,00:40.230
OmriF,68,1682182834,85941,01:25.941,22108,25020,38813,00:22.108,00:25.020,00:38.813
U.V,63,1682180795,85951,01:25.951,21196,25790,38965,00:21.196,00:25.790,00:38.965
Ido,15,1682100544,85956,01:25.956,22361,25056,38539,00:22.361,00:25.056,00:38.539
GasCan13,48,1682189728,85969,01:25.969,20741,22977,42251,00:20.741,00:22.977,00:42.251
tehhaggis,25,1682065063,85983,01:25.983,21979,25339,38665,00:21.979,00:25.339,00:38.665
lavie.aviv,29,1682175367,85985,01:25.985,21896,25529,38560,00:21.896,00:25.529,00:38.560
DoronV,55,1682152741,85996,01:25.996,21804,25236,38956,00:21.804,00:25.236,00:38.956
yarimalk23,105,1682086699,86007,01:26.007,21188,24485,40334,00:21.188,00:24.485,00:40.334
Etz,113,1682090225,86023,01:26.023,22046,24917,39060,00:22.046,00:24.917,00:39.060
Y.Cohen,29,1682100095,86031,01:26.031,22311,24488,39232,00:22.311,00:24.488,00:39.232
yarimalk23,119,1682088223,86034,01:26.034,21090,27144,37800,00:21.090,00:27.144,00:37.800
Y.Cohen,41,1682101146,86071,01:26.071,23166,24304,38601,00:23.166,00:24.304,00:38.601
Landzer,12,1682018978,86072,01:26.072,21947,25551,38574,00:21.947,00:25.551,00:38.574
U.V,31,1682176927,86076,01:26.076,21402,25573,39101,00:21.402,00:25.573,00:39.101
Ido,12,1682100231,86109,01:26.109,22316,25236,38557,00:22.316,00:25.236,00:38.557
Etz,153,1682165840,86126,01:26.126,21569,25772,38785,00:21.569,00:25.772,00:38.785
Yuval Rosen,61,1682189680,86140,01:26.140,21606,24848,39686,00:21.606,00:24.848,00:39.686
OmriF,106,1682188414,86161,01:26.161,21442,26338,38381,00:21.442,00:26.338,00:38.381
Ariel Eric Iziyaev,27,1682183610,86172,01:26.172,21875,24931,39366,00:21.875,00:24.931,00:39.366
A.C,7,1682185627,86178,01:26.178,21260,26699,38219,00:21.260,00:26.699,00:38.219
DoronV,53,1682152372,86186,01:26.186,22044,25541,38601,00:22.044,00:25.541,00:38.601
Elad Levy,52,1682168166,86188,01:26.188,21244,24350,40594,00:21.244,00:24.350,00:40.594
Michael Simon,7,1682190439,86202,01:26.202,21726,24916,39560,00:21.726,00:24.916,00:39.560
OmriF,50,1682177439,86217,01:26.217,21975,25532,38710,00:21.975,00:25.532,00:38.710
yarimalk23,27,1681941261,86219,01:26.219,21447,27207,37565,00:21.447,00:27.207,00:37.565
tehhaggis,24,1682064977,86224,01:26.224,22058,25156,39010,00:22.058,00:25.156,00:39.010
GasCan13,39,1682188967,86249,01:26.249,20734,26496,39019,00:20.734,00:26.496,00:39.019
GasCan13,52,1682190068,86266,01:26.266,20858,27572,37836,00:20.858,00:27.572,00:37.836
Etz,116,1682090493,86297,01:26.297,21785,26092,38420,00:21.785,00:26.092,00:38.420
Etz,145,1682164959,86307,01:26.307,21695,25740,38872,00:21.695,00:25.740,00:38.872
Ido,7,1682099687,86325,01:26.325,22938,25325,38062,00:22.938,00:25.325,00:38.062
