DriverName,LapNum,Timestamp,LapTime,LapTimeMins,S1,S2,S3,S1Mins,S2Mins,S3Mins
Dor Sapir,141,1684019559,109706,01:49.706,24117,51637,33952,00:24.117,00:51.637,00:33.952
MADr1v3r,34,1684085340,109716,01:49.716,24787,49621,35308,00:24.787,00:49.621,00:35.308
DoronV,41,1683897790,109717,01:49.717,23925,49535,36257,00:23.925,00:49.535,00:36.257
Dor Sapir,134,1683922879,109719,01:49.719,24754,49684,35281,00:24.754,00:49.684,00:35.281
Yuval Rosen,77,1684011476,109725,01:49.725,26753,47926,35046,00:26.753,00:47.926,00:35.046
Idan M,32,1683908500,109731,01:49.731,23069,50405,36257,00:23.069,00:50.405,00:36.257
Rako,23,1683751424,109732,01:49.732,23791,49541,36400,00:23.791,00:49.541,00:36.400
OmriF,15,1683751701,109754,01:49.754,23422,49617,36715,00:23.422,00:49.617,00:36.715
Sagy,10,1683825194,109766,01:49.766,24635,50648,34483,00:24.635,00:50.648,00:34.483
ilaishimony1,124,1684000614,109767,01:49.767,22512,46538,40717,00:22.512,00:46.538,00:40.717
MADr1v3r,26,1684082288,109788,01:49.788,24530,50157,35101,00:24.530,00:50.157,00:35.101
DoronV,15,1683754454,109793,01:49.793,24248,48709,36836,00:24.248,00:48.709,00:36.836
OmriF,13,1683751484,109805,01:49.805,23747,50117,35941,00:23.747,00:50.117,00:35.941
Amnon Etz,143,1684010253,109835,01:49.835,24745,49622,35468,00:24.745,00:49.622,00:35.468
Sagy,12,1683825413,109840,01:49.840,23948,49734,36158,00:23.948,00:49.734,00:36.158
Boris Fr,68,1683836248,109843,01:49.843,25805,48861,35177,00:25.805,00:48.861,00:35.177
U.V,38,1684011056,109851,01:49.851,22785,53307,33759,00:22.785,00:53.307,00:33.759
yarin levi,73,1684095492,109870,01:49.870,22818,47119,39933,00:22.818,00:47.119,00:39.933
Amnon Etz,141,1684010027,109885,01:49.885,24462,49315,36108,00:24.462,00:49.315,00:36.108
serbansim,15,1683879296,109891,01:49.891,24630,49553,35708,00:24.630,00:49.553,00:35.708
U.V,14,1684004905,109905,01:49.905,22523,52497,34885,00:22.523,00:52.497,00:34.885
DoronV,19,1683831141,109905,01:49.905,23657,49874,36374,00:23.657,00:49.874,00:36.374
miharonel,13,1683817267,109906,01:49.906,23961,48338,37607,00:23.961,00:48.338,00:37.607
serbansim,34,1683914900,109906,01:49.906,23537,50140,36229,00:23.537,00:50.140,00:36.229
DoronV,33,1683834030,109929,01:49.929,23852,50148,35929,00:23.852,00:50.148,00:35.929
leviarnon1,29,1683979226,109935,01:49.935,23084,48438,38413,00:23.084,00:48.438,00:38.413
miharonel,10,1683816939,109951,01:49.951,23970,49675,36306,00:23.970,00:49.675,00:36.306
itziksamurai1,9,1683838590,109964,01:49.964,24959,49203,35802,00:24.959,00:49.203,00:35.802
ilaishimony1,29,1683906034,109970,01:49.970,26923,48051,34996,00:26.923,00:48.051,00:34.996
ItamarS3,80,1684024087,109974,01:49.974,22557,47380,40037,00:22.557,00:47.380,00:40.037
ilaishimony1,166,1684006926,109978,01:49.978,22179,53271,34528,00:22.179,00:53.271,00:34.528
yarimalk23,124,1683933978,109986,01:49.986,30700,46435,32851,00:30.700,00:46.435,00:32.851
DoronV,43,1683898138,109994,01:49.994,24252,50103,35639,00:24.252,00:50.103,00:35.639
DoronV,36,1683838429,110027,01:50.027,23700,50890,35437,00:23.700,00:50.890,00:35.437
Amnon Etz,44,1683847249,110050,01:50.050,25401,49239,35410,00:25.401,00:49.239,00:35.410
Boris Fr,51,1683833990,110063,01:50.063,24969,49176,35918,00:24.969,00:49.176,00:35.918
MADr1v3r,50,1684087461,110072,01:50.072,23677,49626,36769,00:23.677,00:49.626,00:36.769
ilaishimony1,23,1683890494,110076,01:50.076,22758,52766,34552,00:22.758,00:52.766,00:34.552
leviarnon1,6,1683825127,110084,01:50.084,24778,49869,35437,00:24.778,00:49.869,00:35.437
OmriF,294,1683963781,110085,01:50.085,23063,53204,33818,00:23.063,00:53.204,00:33.818
Amnon Etz,50,1683847988,110089,01:50.089,24076,50085,35928,00:24.076,00:50.085,00:35.928
OmriF,60,1683835446,110095,01:50.095,23897,49437,36761,00:23.897,00:49.437,00:36.761
A972K,37,1684022631,110104,01:50.104,25990,49145,34969,00:25.990,00:49.145,00:34.969
Yuval Rosen,132,1684051400,110108,01:50.108,23331,46466,40311,00:23.331,00:46.466,00:40.311
Amnon Etz,52,1683848212,110109,01:50.109,23879,50126,36104,00:23.879,00:50.126,00:36.104
ilaishimony1,154,1684005642,110112,01:50.112,30164,46611,33337,00:30.164,00:46.611,00:33.337
OmriF,324,1683967379,110117,01:50.117,22691,53956,33470,00:22.691,00:53.956,00:33.470
U.V,34,1684010603,110118,01:50.118,23083,52682,34353,00:23.083,00:52.682,00:34.353
johnny aberzel,133,1683894219,110124,01:50.124,25775,49221,35128,00:25.775,00:49.221,00:35.128
e30misha,3,1683799255,110139,01:50.139,24252,51840,34047,00:24.252,00:51.840,00:34.047
ilaishimony1,111,1683999231,110140,01:50.140,22629,52609,34902,00:22.629,00:52.609,00:34.902
johnny aberzel,44,1683830760,110149,01:50.149,24397,49518,36234,00:24.397,00:49.518,00:36.234
Idan M,39,1683969218,110150,01:50.150,23696,49465,36989,00:23.696,00:49.465,00:36.989
yarimalk23,40,1683843340,110157,01:50.157,30552,46943,32662,00:30.552,00:46.943,00:32.662
johnny aberzel,43,1683830650,110165,01:50.165,24711,49094,36360,00:24.711,00:49.094,00:36.360
OmriF,377,1684092572,110165,01:50.165,28688,47439,34038,00:28.688,00:47.439,00:34.038
yarin levi,15,1683824224,110180,01:50.180,23510,48344,38326,00:23.510,00:48.344,00:38.326
OmriF,12,1683751374,110194,01:50.194,23254,50666,36274,00:23.254,00:50.666,00:36.274
DoronV,7,1683753487,110198,01:50.198,24784,49041,36373,00:24.784,00:49.041,00:36.373
Talsha Widebody (Tal),6,1684086003,110198,01:50.198,22980,52767,34451,00:22.980,00:52.767,00:34.451
OmriF,336,1683969187,110206,01:50.206,27825,47961,34420,00:27.825,00:47.961,00:34.420
Rako,15,1683750179,110210,01:50.210,25160,49595,35455,00:25.160,00:49.595,00:35.455
E.vaturi,85,1683898879,110220,01:50.220,24661,49765,35794,00:24.661,00:49.765,00:35.794
Idan M,37,1683968882,110242,01:50.242,23189,51998,35055,00:23.189,00:51.998,00:35.055
yarimalk23,153,1684026028,110243,01:50.243,22129,46665,41449,00:22.129,00:46.665,00:41.449
leviarnon1,8,1683825359,110254,01:50.254,23931,51871,34452,00:23.931,00:51.871,00:34.452
DoronV,51,1683913217,110261,01:50.261,24608,49411,36242,00:24.608,00:49.411,00:36.242
Amnon Etz,90,1683985043,110277,01:50.277,24457,50072,35748,00:24.457,00:50.072,00:35.748
MADr1v3r,64,1684091248,110290,01:50.290,23885,49654,36751,00:23.885,00:49.654,00:36.751
E.vaturi,41,1683836804,110299,01:50.299,24412,49901,35986,00:24.412,00:49.901,00:35.986
johnny aberzel,50,1683832393,110303,01:50.303,23854,49815,36634,00:23.854,00:49.815,00:36.634
Stav Mesika,25,1683907864,110328,01:50.328,23676,49599,37053,00:23.676,00:49.599,00:37.053
E.vaturi,42,1683836914,110345,01:50.345,24144,49842,36359,00:24.144,00:49.842,00:36.359
E.vaturi,72,1683897379,110357,01:50.357,25236,48968,36153,00:25.236,00:48.968,00:36.153
DoronV,61,1683960528,110358,01:50.358,23053,48118,39187,00:23.053,00:48.118,00:39.187
Boris Fr,70,1683836466,110368,01:50.368,24593,50122,35653,00:24.593,00:50.122,00:35.653
Amnon Etz,81,1683974867,110385,01:50.385,24434,49870,36081,00:24.434,00:49.870,00:36.081
ilaishimony1,65,1683914684,110391,01:50.391,27599,48209,34583,00:27.599,00:48.209,00:34.583
DoronV,9,1683753718,110403,01:50.403,25136,49370,35897,00:25.136,00:49.370,00:35.897
itziksamurai1,19,1683840005,110406,01:50.406,25347,49999,35060,00:25.347,00:49.999,00:35.060
Boris Fr,78,1683837951,110407,01:50.407,24291,49162,36954,00:24.291,00:49.162,00:36.954
E.vaturi,95,1683921999,110416,01:50.416,24569,49717,36130,00:24.569,00:49.717,00:36.130
Rako,17,1683750411,110416,01:50.416,23868,49594,36954,00:23.868,00:49.594,00:36.954
DoronV,50,1683913107,110429,01:50.429,24219,49814,36396,00:24.219,00:49.814,00:36.396
Amnon Etz,61,1683884966,110452,01:50.452,24804,49702,35946,00:24.804,00:49.702,00:35.946
OmriF,58,1683835223,110461,01:50.461,23404,52655,34402,00:23.404,00:52.655,00:34.402
OmriF,68,1683836571,110467,01:50.467,23603,48402,38462,00:23.603,00:48.402,00:38.462
ilaishimony1,38,1683907201,110481,01:50.481,27712,48330,34439,00:27.712,00:48.330,00:34.439
leviarnon1,71,1683984243,110491,01:50.491,22251,47317,40923,00:22.251,00:47.317,00:40.923
Boris Fr,49,1683833771,110502,01:50.502,24092,50094,36316,00:24.092,00:50.094,00:36.316
A.C,137,1684096139,110503,01:50.503,22209,46466,41828,00:22.209,00:46.466,00:41.828
E.vaturi,64,1683891658,110506,01:50.506,24569,49870,36067,00:24.569,00:49.870,00:36.067
IMRACING R16,47,1683811183,110508,01:50.508,23027,51355,36126,00:23.027,00:51.355,00:36.126
yarimalk23,75,1683895430,110509,01:50.509,21999,55835,32675,00:21.999,00:55.835,00:32.675
Boris Fr,54,1683834319,110538,01:50.538,24597,50494,35447,00:24.597,00:50.494,00:35.447
E.vaturi,114,1683984704,110539,01:50.539,25944,49391,35204,00:25.944,00:49.391,00:35.204
Stav Mesika,20,1683907226,110540,01:50.540,24177,50053,36310,00:24.177,00:50.053,00:36.310
yarimalk23,69,1683894749,110546,01:50.546,22355,49321,38870,00:22.355,00:49.321,00:38.870
OmriF,87,1683838768,110554,01:50.554,22989,51187,36378,00:22.989,00:51.187,00:36.378
MADr1v3r,23,1684081931,110564,01:50.564,23804,50450,36310,00:23.804,00:50.450,00:36.310
leviarnon1,100,1684096733,110568,01:50.568,22462,54518,33588,00:22.462,00:54.518,00:33.588
Boris Fr,38,1683832352,110577,01:50.577,24869,49951,35757,00:24.869,00:49.951,00:35.757
Talsha Widebody (Tal),2,1684085576,110585,01:50.585,23339,48340,38906,00:23.339,00:48.340,00:38.906
OmriF,399,1684096067,110588,01:50.588,28513,46953,35122,00:28.513,00:46.953,00:35.122
Dor Sapir,14,1683753373,110615,01:50.615,24895,50094,35626,00:24.895,00:50.094,00:35.626
Amnon Etz,88,1683975894,110617,01:50.617,24392,50779,35446,00:24.392,00:50.779,00:35.446
E.vaturi,96,1683922110,110624,01:50.624,26070,48303,36251,00:26.070,00:48.303,00:36.251
ItamarS3,55,1684010936,110628,01:50.628,22792,49712,38124,00:22.792,00:49.712,00:38.124
IMRACING R16,42,1683810464,110644,01:50.644,23394,47785,39465,00:23.394,00:47.785,00:39.465
ilaishimony1,150,1684003565,110649,01:50.649,22390,46661,41598,00:22.390,00:46.661,00:41.598
IMRACING R9,4,1683803437,110651,01:50.651,23680,50387,36584,00:23.680,00:50.387,00:36.584
Dor Sapir,10,1683752932,110666,01:50.666,26071,49325,35270,00:26.071,00:49.325,00:35.270
Amnon Etz,6,1683829793,110681,01:50.681,24205,49928,36548,00:24.205,00:49.928,00:36.548
ilaishimony1,101,1683920180,110690,01:50.690,22585,46373,41732,00:22.585,00:46.373,00:41.732
Dor Sapir,101,1683823433,110697,01:50.697,23730,53095,33872,00:23.730,00:53.095,00:33.872
DoronV,11,1683753941,110708,01:50.708,24322,49653,36733,00:24.322,00:49.653,00:36.733
tomerventura,18,1684011129,110724,01:50.724,22938,53171,34615,00:22.938,00:53.171,00:34.615
Amnon Etz,36,1683842381,110735,01:50.735,23795,50864,36076,00:23.795,00:50.864,00:36.076
Amnon Etz,58,1683884610,110777,01:50.777,24562,49644,36571,00:24.562,00:49.644,00:36.571
yarin levi,32,1683905179,110785,01:50.785,28152,48536,34097,00:28.152,00:48.536,00:34.097
leviarnon1,24,1683827172,110788,01:50.788,23591,52614,34583,00:23.591,00:52.614,00:34.583
Idan M,40,1683969329,110793,01:50.793,23015,54149,33629,00:23.015,00:54.149,00:33.629
MADr1v3r,54,1684087924,110796,01:50.796,23648,49320,37828,00:23.648,00:49.320,00:37.828
Amnon Etz,123,1684002558,110812,01:50.812,24286,49869,36657,00:24.286,00:49.869,00:36.657
leviarnon1,9,1683825470,110814,01:50.814,23914,48586,38314,00:23.914,00:48.586,00:38.314
Amnon Etz,33,1683842011,110822,01:50.822,24607,50765,35450,00:24.607,00:50.765,00:35.450
MADr1v3r,59,1684090536,110838,01:50.838,23862,49702,37274,00:23.862,00:49.702,00:37.274
ilaishimony1,125,1684000867,110840,01:50.840,28571,48501,33768,00:28.571,00:48.501,00:33.768
Boris Fr,36,1683832130,110860,01:50.860,24896,50095,35869,00:24.896,00:50.095,00:35.869
Idan M,49,1683970888,110861,01:50.861,23422,49468,37971,00:23.422,00:49.468,00:37.971
IMRACING R16,25,1683803969,110870,01:50.870,24956,51561,34353,00:24.956,00:51.561,00:34.353
johnny aberzel,31,1683829133,110894,01:50.894,24792,49981,36121,00:24.792,00:49.981,00:36.121
E.vaturi,125,1684008630,110901,01:50.901,24536,49888,36477,00:24.536,00:49.888,00:36.477
ilaishimony1,52,1683908782,110914,01:50.914,22804,47488,40622,00:22.804,00:47.488,00:40.622
Amnon Etz,59,1683884721,110918,01:50.918,23465,51733,35720,00:23.465,00:51.733,00:35.720
OneLeg,16,1683986108,110921,01:50.921,24148,51462,35311,00:24.148,00:51.462,00:35.311
serbansim,86,1684088308,110931,01:50.931,23140,50251,37540,00:23.140,00:50.251,00:37.540
Dor Sapir,6,1683752380,110944,01:50.944,24360,50084,36500,00:24.360,00:50.084,00:36.500
johnny aberzel,41,1683830418,110951,01:50.951,24470,50068,36413,00:24.470,00:50.068,00:36.413
Boris Fr,21,1683829608,110980,01:50.980,24522,50669,35789,00:24.522,00:50.669,00:35.789
Amnon Etz,15,1683832025,111005,01:51.005,24615,50093,36297,00:24.615,00:50.093,00:36.297
ilaishimony1,9,1683888890,111006,01:51.006,23310,47447,40249,00:23.310,00:47.447,00:40.249
ilaishimony1,116,1683999770,111010,01:51.010,24804,52731,33475,00:24.804,00:52.731,00:33.475
OmriF,231,1683897033,111014,01:51.014,22887,47852,40275,00:22.887,00:47.852,00:40.275
johnny aberzel,38,1683829970,111021,01:51.021,25196,50225,35600,00:25.196,00:50.225,00:35.600
johnny aberzel,114,1683876550,111033,01:51.033,28197,48752,34084,00:28.197,00:48.752,00:34.084
E.vaturi,53,1683838239,111042,01:51.042,24718,50521,35803,00:24.718,00:50.521,00:35.803
johnny aberzel,35,1683829606,111053,01:51.053,26192,48609,36252,00:26.192,00:48.609,00:36.252
ilaishimony1,119,1684000088,111061,01:51.061,22375,55197,33489,00:22.375,00:55.197,00:33.489
MADr1v3r,19,1684081467,111067,01:51.067,25482,50031,35554,00:25.482,00:50.031,00:35.554
leviarnon1,45,1683981032,111073,01:51.073,22464,49036,39573,00:22.464,00:49.036,00:39.573
E.vaturi,93,1683921770,111115,01:51.115,24247,50044,36824,00:24.247,00:50.044,00:36.824
Landzer,8,1683750271,111125,01:51.125,24082,51376,35667,00:24.082,00:51.376,00:35.667
GasCan13,20,1684092873,111143,01:51.143,21661,45940,43542,00:21.661,00:45.940,00:43.542
chachacha,88,1684096605,111152,01:51.152,25239,52038,33875,00:25.239,00:52.038,00:33.875
itziksamurai1,8,1683838480,111155,01:51.155,25035,49797,36323,00:25.035,00:49.797,00:36.323
Daniel Lerman,27,1683832407,111160,01:51.160,22339,56124,32697,00:22.339,00:56.124,00:32.697
Yoni Goldberg,16,1683841944,111195,01:51.195,23273,49797,38125,00:23.273,00:49.797,00:38.125
DoronV,86,1683999878,111198,01:51.198,23240,52664,35294,00:23.240,00:52.664,00:35.294
E.vaturi,90,1683921401,111202,01:51.202,24262,49599,37341,00:24.262,00:49.599,00:37.341
leviarnon1,5,1683825017,111214,01:51.214,25512,49364,36338,00:25.512,00:49.364,00:36.338
OmriF,174,1683887529,111254,01:51.254,23198,53947,34109,00:23.198,00:53.947,00:34.109
OmriF,11,1683751264,111296,01:51.296,24267,50557,36472,00:24.267,00:50.557,00:36.472
Boris Fr,37,1683832241,111299,01:51.299,25215,51075,35009,00:25.215,00:51.075,00:35.009
Boris Fr,30,1683830808,111305,01:51.305,24685,49977,36643,00:24.685,00:49.977,00:36.643
MADr1v3r,21,1684081694,111309,01:51.309,25448,50076,35785,00:25.448,00:50.076,00:35.785
yossi7385,6,1683910330,111311,01:51.311,25632,49958,35721,00:25.632,00:49.958,00:35.721
ilaishimony1,138,1684002258,111313,01:51.313,22298,46494,42521,00:22.298,00:46.494,00:42.521
Boris Fr,22,1683829719,111322,01:51.322,24715,50800,35807,00:24.715,00:50.800,00:35.807
U.V,13,1684004795,111334,01:51.334,22918,51237,37179,00:22.918,00:51.237,00:37.179
Idan M,5,1683822910,111346,01:51.346,23357,51314,36675,00:23.357,00:51.314,00:36.675
U.V,55,1684013938,111365,01:51.365,23147,53128,35090,00:23.147,00:53.128,00:35.090
OmriF,77,1683837609,111382,01:51.382,26962,48582,35838,00:26.962,00:48.582,00:35.838
Jonathan Gutman,38,1684080313,111394,01:51.394,24117,50062,37215,00:24.117,00:50.062,00:37.215
OmriF,185,1683889281,111400,01:51.400,22948,46994,41458,00:22.948,00:46.994,00:41.458
OmriF,64,1683836086,111413,01:51.413,23169,54346,33898,00:23.169,00:54.346,00:33.898
Amnon Etz,8,1683830017,111421,01:51.421,24080,50356,36985,00:24.080,00:50.356,00:36.985
Dor Sapir,118,1683920614,111431,01:51.431,22404,55385,33642,00:22.404,00:55.385,00:33.642
MarkZubarev,5,1683917445,111431,01:51.431,23195,47750,40486,00:23.195,00:47.750,00:40.486
ilaishimony1,92,1683918919,111445,01:51.445,30116,47772,33557,00:30.116,00:47.772,00:33.557
Landzer,14,1683846500,111446,01:51.446,24808,51115,35523,00:24.808,00:51.115,00:35.523
Sagy,3,1683747916,111447,01:51.447,25478,50031,35938,00:25.478,00:50.031,00:35.938
E.vaturi,39,1683836580,111454,01:51.454,25315,49739,36400,00:25.315,00:49.739,00:36.400
Boris Fr,24,1683830123,111455,01:51.455,24790,49504,37161,00:24.790,00:49.504,00:37.161
IMRACING R16,23,1683803750,111456,01:51.456,24237,48735,38484,00:24.237,00:48.735,00:38.484
serbansim,13,1683879076,111465,01:51.465,24628,49612,37225,00:24.628,00:49.612,00:37.225
leviarnon1,105,1684097259,111481,01:51.481,22232,56179,33070,00:22.232,00:56.179,00:33.070
miharonel,9,1683816829,111503,01:51.503,24906,49130,37467,00:24.906,00:49.130,00:37.467
OmriF,232,1683897145,111517,01:51.517,22921,52110,36486,00:22.921,00:52.110,00:36.486
OmriF,404,1684096872,111524,01:51.524,28477,49019,34028,00:28.477,00:49.019,00:34.028
BrAiT_Man,8,1684094212,111550,01:51.550,28727,49132,33691,00:28.727,00:49.132,00:33.691
IMRACING R9,6,1683803748,111556,01:51.556,23514,54296,33746,00:23.514,00:54.296,00:33.746
EDF Tomer Gulak,2,1683826374,111572,01:51.572,24997,51345,35230,00:24.997,00:51.345,00:35.230
Amnon Etz,169,1684090287,111587,01:51.587,24206,48844,38537,00:24.206,00:48.844,00:38.537
miharonel,3,1683815969,111600,01:51.600,24808,49788,37004,00:24.808,00:49.788,00:37.004
Amnon Etz,161,1684080073,111612,01:51.612,26732,49838,35042,00:26.732,00:49.838,00:35.042
serbansim,62,1683964113,111630,01:51.630,22804,53969,34857,00:22.804,00:53.969,00:34.857
yarin levi,27,1683825997,111658,01:51.658,23300,51634,36724,00:23.300,00:51.634,00:36.724
ilaishimony1,158,1684006061,111679,01:51.679,22494,46421,42764,00:22.494,00:46.421,00:42.764
leviarnon1,73,1683984457,111685,01:51.685,28021,49815,33849,00:28.021,00:49.815,00:33.849
yossi7385,12,1683958406,111691,01:51.691,25160,50724,35807,00:25.160,00:50.724,00:35.807
Boris Fr,73,1683836803,111695,01:51.695,24634,51143,35918,00:24.634,00:51.143,00:35.918
Dor Sapir,26,1683754722,111701,01:51.701,24608,48713,38380,00:24.608,00:48.713,00:38.380
OmriF,308,1683965321,111703,01:51.703,22954,55130,33619,00:22.954,00:55.130,00:33.619
Yuval Rosen,3,1683997540,111705,01:51.705,22623,50926,38156,00:22.623,00:50.926,00:38.156
ilaishimony1,67,1683914905,111718,01:51.718,23009,54131,34578,00:23.009,00:54.131,00:34.578
OmriF,357,1684089671,111722,01:51.722,30299,47525,33898,00:30.299,00:47.525,00:33.898
tomerventura,2,1684008867,111725,01:51.725,23561,48861,39303,00:23.561,00:48.861,00:39.303
leviarnon1,23,1683827061,111725,01:51.725,23534,54171,34020,00:23.534,00:54.171,00:34.020
miharonel,2,1683815857,111729,01:51.729,24757,50400,36572,00:24.757,00:50.400,00:36.572
ilaishimony1,145,1684003021,111741,01:51.741,22276,46431,43034,00:22.276,00:46.431,00:43.034
E.vaturi,118,1684007492,111742,01:51.742,24860,50608,36274,00:24.860,00:50.608,00:36.274
OmriF,126,1683844904,111748,01:51.748,23291,47588,40869,00:23.291,00:47.588,00:40.869
OmriF,148,1683883577,111752,01:51.752,29448,48217,34087,00:29.448,00:48.217,00:34.087
Amnon Etz,151,1684011863,111762,01:51.762,25847,49942,35973,00:25.847,00:49.942,00:35.973
Stav Mesika,12,1683891344,111767,01:51.767,25269,49652,36846,00:25.269,00:49.652,00:36.846
leviarnon1,25,1683827284,111767,01:51.767,23784,52686,35297,00:23.784,00:52.686,00:35.297
OmriF,93,1683840104,111771,01:51.771,22743,55210,33818,00:22.743,00:55.210,00:33.818
MADr1v3r,69,1684091825,111781,01:51.781,23815,50463,37503,00:23.815,00:50.463,00:37.503
Amnon Etz,43,1683847139,111788,01:51.788,24615,49841,37332,00:24.615,00:49.841,00:37.332
Ido,62,1683981054,111790,01:51.790,31240,46805,33745,00:31.240,00:46.805,00:33.745
MADr1v3r,18,1684081356,111806,01:51.806,25578,50751,35477,00:25.578,00:50.751,00:35.477
DoronV,10,1683753830,111816,01:51.816,24754,50315,36747,00:24.754,00:50.315,00:36.747
Amnon Etz,130,1684008045,111834,01:51.834,24192,48829,38813,00:24.192,00:48.829,00:38.813
Boris Fr,27,1683830461,111846,01:51.846,24510,50552,36784,00:24.510,00:50.552,00:36.784
Landzer,13,1683846389,111861,01:51.861,26122,49892,35847,00:26.122,00:49.892,00:35.847
leviarnon1,12,1683825802,111869,01:51.869,23782,53492,34595,00:23.782,00:53.492,00:34.595
OmriF,292,1683963566,111878,01:51.878,23084,54667,34127,00:23.084,00:54.667,00:34.127
Amnon Etz,7,1683829905,111913,01:51.913,23942,51499,36472,00:23.942,00:51.499,00:36.472
yarimalk23,8,1683760224,111918,01:51.918,29217,49005,33696,00:29.217,00:49.005,00:33.696
MADr1v3r,72,1684092202,111923,01:51.923,25110,50899,35914,00:25.110,00:50.899,00:35.914
ItamarS3,37,1684008812,111923,01:51.923,23575,47768,40580,00:23.575,00:47.768,00:40.580
Rako,6,1683748657,111947,01:51.947,24575,51026,36346,00:24.575,00:51.026,00:36.346
IMRACING R16,36,1683809654,111962,01:51.962,23043,47700,41219,00:23.043,00:47.700,00:41.219
OmriF,59,1683835335,111965,01:51.965,23316,48384,40265,00:23.316,00:48.384,00:40.265
Yuval Rosen,42,1684006200,111972,01:51.972,25625,50306,36041,00:25.625,00:50.306,00:36.041
OmriF,107,1683841740,111983,01:51.983,22973,48825,40185,00:22.973,00:48.825,00:40.185
IMRACING R16,48,1683811295,112000,01,23417,53492,35091,00:23.417,00:53.492,00:35.091
Jonathan Gutman,24,1683912166,112009,01:52.009,25775,49829,36405,00:25.775,00:49.829,00:36.405
Ido,2,1683815532,112037,01:52.037,24216,51592,36229,00:24.216,00:51.592,00:36.229
tomerventura,15,1684010805,112038,01:52.038,23126,47768,41144,00:23.126,00:47.768,00:41.144
Landzer,22,1683917396,112041,01:52.041,24893,48637,38511,00:24.893,00:48.637,00:38.511
U.V,17,1684006194,112043,01:52.043,23209,53613,35221,00:23.209,00:53.613,00:35.221
BrAiT_Man,7,1684094100,112056,01:52.056,30038,47980,34038,00:30.038,00:47.980,00:34.038
E.vaturi,37,1683836352,112062,01:52.062,25346,49816,36900,00:25.346,00:49.816,00:36.900
Yuval Rosen,105,1684046402,112064,01:52.064,22654,52938,36472,00:22.654,00:52.938,00:36.472
Boris Fr,62,1683835219,112071,01:52.071,24221,50351,37499,00:24.221,00:50.351,00:37.499
OmriF,86,1683838658,112082,01:52.082,23208,48636,40238,00:23.208,00:48.636,00:40.238
Boris Fr,29,1683830697,112085,01:52.085,25029,50985,36071,00:25.029,00:50.985,00:36.071
yarimalk23,16,1683761109,112089,01:52.089,28897,49964,33228,00:28.897,00:49.964,00:33.228
Idan M,19,1683825997,112091,01:52.091,23342,52300,36449,00:23.342,00:52.300,00:36.449
itziksamurai1,4,1683837991,112147,01:52.147,24906,51587,35654,00:24.906,00:51.587,00:35.654
Amnon Etz,145,1684010473,112154,01:52.154,23590,51957,36607,00:23.590,00:51.957,00:36.607
E.vaturi,102,1683983222,112163,01:52.163,24810,48757,38596,00:24.810,00:48.757,00:38.596
gizmos,38,1683980902,112164,01:52.164,22433,55315,34416,00:22.433,00:55.315,00:34.416
Ido,64,1683982184,112173,01:52.173,32122,46539,33512,00:32.122,00:46.539,00:33.512
ilaishimony1,19,1683890075,112186,01:52.186,23068,46665,42453,00:23.068,00:46.665,00:42.453
MADr1v3r,73,1684092314,112187,01:52.187,23987,52246,35954,00:23.987,00:52.246,00:35.954
ilaishimony1,159,1684006173,112200,01:52.200,22479,46611,43110,00:22.479,00:46.611,00:43.110
OmriF,78,1683837721,112222,01:52.222,23374,52906,35942,00:23.374,00:52.906,00:35.942
E.vaturi,80,1683898313,112226,01:52.226,25431,50323,36472,00:25.431,00:50.323,00:36.472
OmriF,277,1683908760,112232,01:52.232,23101,52934,36197,00:23.101,00:52.934,00:36.197
E.vaturi,132,1684009407,112234,01:52.234,24700,51345,36189,00:24.700,00:51.345,00:36.189
johnny aberzel,54,1683832891,112246,01:52.246,24582,50615,37049,00:24.582,00:50.615,00:37.049
Boris Fr,32,1683831118,112247,01:52.247,25222,50522,36503,00:25.222,00:50.522,00:36.503
E.vaturi,121,1684007844,112267,01:52.267,23891,53105,35271,00:23.891,00:53.105,00:35.271
E.vaturi,58,1683890978,112271,01:52.271,25615,49442,37214,00:25.615,00:49.442,00:37.214
chachacha,82,1684085979,112281,01:52.281,21979,48730,41572,00:21.979,00:48.730,00:41.572
E.vaturi,126,1684008742,112283,01:52.283,24047,47660,40576,00:24.047,00:47.660,00:40.576
OmriF,53,1683834566,112285,01:52.285,28553,48609,35123,00:28.553,00:48.609,00:35.123
ilaishimony1,30,1683906146,112295,01:52.295,23168,47197,41930,00:23.168,00:47.197,00:41.930
ilaishimony1,64,1683914481,112298,01:52.298,24108,53792,34398,00:24.108,00:53.792,00:34.398
leviarnon1,59,1683982896,112308,01:52.308,22532,50918,38858,00:22.532,00:50.918,00:38.858
E.vaturi,81,1683898425,112314,01:52.314,24653,49779,37882,00:24.653,00:49.779,00:37.882
ItamarS3,35,1684008594,112314,01:52.314,23816,48150,40348,00:23.816,00:48.150,00:40.348
gizmos,41,1683981381,112320,01:52.320,22968,52744,36608,00:22.968,00:52.744,00:36.608
yarimalk23,51,1683844504,112332,01:52.332,22345,56705,33282,00:22.345,00:56.705,00:33.282
leviarnon1,88,1684095446,112347,01:52.347,23237,56151,32959,00:23.237,00:56.151,00:32.959
Boris Fr,10,1683828122,112351,01:52.351,25596,51272,35483,00:25.596,00:51.272,00:35.483
MADr1v3r,29,1684082639,112355,01:52.355,24713,52943,34699,00:24.713,00:52.943,00:34.699
